event_date,gwl,humidity,rainfall,river_level,temperature,wind_speed,facility_gwl_value_mean,facility_rainfall_value_mean,facility_river_level_value_mean,facility_dist_to_river_km_mean,facility_rolling_rain_3d_mean,facility_river_anomaly_mean,facility_storage_flag_mean,facility_crs_mean,dow,month
2020-01-01,,75.76,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,1
2020-01-02,,67.98,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,1
2020-01-03,,64.79,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,1
2020-01-04,,39.66,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2020-01-05,,41.63,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2020-01-06,,71.88,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,1
2020-01-07,,84.46,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,1
2020-01-08,,89.17,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,1
2020-01-09,,85.72,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,1
2020-01-10,,82.98,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,1
2020-01-11,,80.45,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2020-01-12,,70.94,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2021-01-01,,64.61,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,1
2021-01-02,,43.02,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2021-01-03,,28.18,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2021-01-04,,21.12,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,1
2021-01-05,,43.88,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,1
2021-01-06,,72.6,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,1
2021-01-07,,84.35,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,1
2021-01-08,,86.54,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,1
2021-01-09,,87.83,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2021-01-10,,82.03,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2021-01-11,,82.29,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,1
2021-01-12,,77.18,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,1
2022-01-01,,75.4,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2022-01-02,,57.81,,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2022-01-03,,37.16,12.5,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,1
2022-01-04,,26.41,,0.4333999999999999,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,1
2022-01-05,,35.68,12.991304347826087,262.6453148148148,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,1
2022-01-06,,52.85,0.5,158.81867532467533,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,1
2022-01-07,,83.85,4.875,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,1
2022-01-08,,87.71,9.75,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,1
2022-01-09,,87.75,0.5,,28.728571428571428,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,1
2022-01-10,,82.3,1.125,196.398,27.57619047619048,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,1
2022-01-11,,75.89,0.75,329.2201883408072,22.49722222222222,38.61111111111112,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,1
2022-01-12,,74.32,,338.2075225225225,20.082222222222224,3.1488888888888886,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,1
2022-02-03,,,12.5,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,2
2022-02-04,,,,0.4336666666666666,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,2
2022-02-05,,,12.995652173913046,257.8403739130435,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,2
2022-02-06,,,12.8,159.68160256410255,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,2
2022-02-07,,,5.033333333333333,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,2
2022-02-08,,,6.333333333333333,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,2
2022-02-09,,,11.25,,28.73684210526316,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,2
2022-02-10,,,131.3777777777778,150.54433333333333,28.13809523809524,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,2
2022-02-11,,,3.5,330.7667051282051,22.581818181818186,47.4030303030303,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,2
2022-02-12,,,1.8333333333333333,340.66830708661416,20.258695652173916,3.15,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,2
2022-02-15,,,12.8,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,2
2022-02-16,,,12.8,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,2
2022-02-17,,,12.78,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,2
2022-02-18,,,12.74,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,2
2022-02-21,,,12.7,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,2
2022-02-22,,,12.678260869565216,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,2
2022-02-23,,,12.656521739130431,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,2
2022-02-24,,,12.604347826086956,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,2
2022-02-25,,,12.6,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,2
2022-02-26,,,12.6,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,2
2022-02-27,,,12.586363636363636,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,2
2022-02-28,,,12.566666666666668,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,2
2022-03-03,,,12.5,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,3
2022-03-04,,,11.9,0.4331666666666667,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,3
2022-03-05,,,13.039130434782608,246.64162096774197,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,3
2022-03-06,,,,147.86458974358973,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,3
2022-03-07,,,1.4166666666666667,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,3
2022-03-08,,,0.625,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,3
2022-03-09,,,6.071428571428571,,27.952380952380956,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,3
2022-03-10,,,6.5625,196.398,27.358823529411765,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,3
2022-03-11,,,,329.81769477911644,22.20434782608696,43.80217391304348,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,3
2022-03-12,,,3.0,340.50034351145035,20.74375,3.141666666666667,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,3
2022-03-13,,,12.283333333333331,210.0722692307692,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,3
2022-03-14,,,12.25625,218.7985416666667,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,3
2022-03-15,,,12.216666666666663,227.0997471264368,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,3
2022-03-16,,,12.2,225.60846391752577,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,3
2022-03-17,,,12.195238095238093,216.40664130434783,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,3
2022-03-18,,,12.16111111111111,221.36098924731184,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,3
2022-03-19,,,12.1,223.3048817204301,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,3
2022-03-20,,,11.66,229.79490721649483,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,3
2022-03-21,,,12.1,225.15742857142857,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,3
2022-03-22,,,12.1,223.03098630136984,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,3
2022-03-23,,,12.042857142857144,230.4163333333333,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,3
2022-03-24,,,12.0,244.04722222222225,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,3
2022-03-25,,,12.022222222222222,230.17663265306123,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,3
2022-03-26,,,11.990909090909092,217.6216224489796,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,3
2022-03-27,,,11.935,224.4106213592233,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,3
2022-03-28,,,11.9,234.2260319148936,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,3
2022-03-29,,,11.909090909090908,288.77866666666665,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,3
2022-03-30,,,11.895,292.87583606557376,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,3
2022-03-31,,,11.842105263157896,304.44810169491524,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,3
2022-04-01,,,11.8,314.65635849056605,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,4
2022-04-02,,,11.8,315.19719642857143,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,4
2022-04-03,,,12.3,314.0265,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,4
2022-04-04,,,12.712820512820514,280.02022222222223,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,4
2022-04-05,,,12.973913043478262,250.66375630252105,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,4
2022-04-06,,,4.0,184.37184615384612,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,4
2022-04-07,,,3.8,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,4
2022-04-09,,,8.75,,26.05,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,4
2022-04-10,,,43.242105263157896,163.09836363636362,25.875,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,4
2022-04-11,,,,326.23505,23.38285714285714,3.177142857142857,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,4
2022-04-12,,,,340.90106060606064,20.40833333333333,3.1437500000000003,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,4
2022-04-13,,,12.973913043478262,237.85840196078436,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,4
2022-04-14,,,12.960869565217392,243.4389042553192,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,4
2022-04-15,,,13.017391304347829,232.00986597938143,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,4
2022-04-16,,,13.043478260869565,221.95859405940595,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,4
2022-04-17,,,13.021739130434783,236.72574747474744,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,4
2022-04-18,,,13.056521739130435,252.34537894736843,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,4
2022-04-19,,,13.013636363636364,231.83891489361704,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,4
2022-04-20,,,12.934782608695652,234.63276,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,4
2022-04-21,,,11.6375,231.11005154639176,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,4
2022-04-22,,,12.26,225.90827450980396,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,4
2022-04-23,,,12.991304347826087,249.59716037735848,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,4
2022-04-24,,,13.3,282.1839761904762,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,4
2022-04-25,,,,343.5833333333333,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,4
2022-04-26,,,12.876923076923076,262.9223116883117,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,4
2022-04-27,,,12.982608695652177,244.96137398373983,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,4
2022-04-28,,,13.018181818181818,247.85570434782608,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,4
2022-04-29,,,13.030434782608696,259.95492660550457,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,4
2022-04-30,,,13.045454545454543,265.881125,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,4
2022-05-03,,,12.442105263157895,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,5
2022-05-04,,,,0.433,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,5
2022-05-05,,,13.02608695652174,259.45854237288137,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,5
2022-05-06,,,3.25,241.34153846153848,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,5
2022-05-07,,,0.7352941176470589,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,5
2022-05-08,,,2.2,,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,5
2022-05-09,,,1.0,,26.55,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,5
2022-05-10,,,56.971428571428575,181.119,26.63888888888889,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,5
2022-05-11,,,1.5,327.248756097561,23.5,3.169230769230769,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,5
2022-05-12,,,,341.30171755725195,19.653191489361703,3.1382978723404253,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,5
2022-05-13,,,12.973913043478262,245.74888034188032,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,5
2022-05-14,,,13.030434782608696,249.2527731092437,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,5
2022-05-15,,,11.44375,269.12001886792456,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,5
2022-05-16,,,13.32222222222222,283.0395607476636,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,5
2022-05-17,,,12.932,271.5144234234234,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,5
2022-05-18,,,10.99705882352941,268.7675172413793,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,5
2022-05-19,,,13.141666666666666,257.5359716981132,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,5
2022-05-20,,,,261.2469888888889,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,5
2022-05-21,,,,286.6837662337663,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,5,5
2022-05-22,,,,273.848397260274,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,6,5
2022-05-23,,,13.1,253.01589743589744,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,0,5
2022-05-24,,,1.0,256.8869350649351,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,1,5
2022-05-25,,,,253.4846075949367,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,2,5
2022-05-26,,,5.433333333333334,273.68790410958906,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,3,5
2022-05-27,,,3.6666666666666665,199.9134605263158,,,-6.290155405405406,0.5472972972972973,277.73432432432435,17.371751662843792,1.0,-2.375158372318481,1.0,0.47446046879490333,4,5
