metric,date,mean_value,min_value,max_value,records
gwl,2022-09-07,-5.7895,-6.807,-4.772,2
gwl,2022-09-08,-5.406499999999999,-6.563,-3.937,4
gwl,2022-09-09,-5.90025,-6.623,-4.681,4
gwl,2022-09-10,-6.404,-8.202,-5.002,4
gwl,2022-09-11,-7.0447500000000005,-9.419,-5.303,4
gwl,2022-09-12,-6.4515,-7.357,-5.457,4
gwl,2022-09-13,-6.0767500000000005,-6.972,-5.034,4
gwl,2022-09-14,-6.317,-7.068,-5.348,4
gwl,2022-09-15,-7.4055,-8.645,-5.771,4
gwl,2022-09-16,-6.119000000000001,-8.253,-0.872,5
gwl,2022-09-17,-7.59475,-8.224,-6.557,4
gwl,2022-09-18,-7.942500000000001,-8.639,-6.626,4
gwl,2022-09-19,-6.6562,-9.569,-0.878,5
gwl,2022-09-20,-3.573875,-7.472,-0.255,8
gwl,2022-09-21,-3.3846249999999998,-7.411,-0.291,8
gwl,2022-09-22,-3.3653750000000002,-7.053,-0.536,8
gwl,2022-09-23,-3.396,-6.602,-0.553,7
gwl,2022-09-24,-6.6155,-8.264,-4.996,4
gwl,2022-09-25,-6.5175,-7.055,-5.073,4
gwl,2022-09-26,-7.02925,-8.66,-5.416,4
gwl,2022-09-27,-7.763999999999999,-9.118,-5.787,4
gwl,2022-09-28,-7.44125,-8.251,-6.155,4
gwl,2022-09-29,-4.262428571428571,-8.742,-0.248,7
gwl,2022-09-30,-3.669125,-8.362,-0.037,8
gwl,2022-10-01,-4.063125,-9.483,-0.26,8
gwl,2022-10-02,-4.20225,-9.511,-0.541,8
gwl,2022-10-03,-4.3605,-9.587,-0.548,8
gwl,2022-10-04,-3.6095,-7.443,-0.562,8
gwl,2022-10-05,-3.8625,-8.643,-0.549,8
gwl,2022-10-06,-3.83075,-8.353,-0.567,8
gwl,2022-10-07,-3.877,-8.993,-0.593,8
gwl,2022-10-08,-4.12025,-8.364,-0.611,8
gwl,2022-10-09,-4.9592857142857145,-9.527,-1.031,7
gwl,2022-10-10,-7.5075,-9.126,-6.657,4
gwl,2022-10-11,-7.1035,-7.986,-6.351,4
gwl,2022-10-12,-7.1845,-8.354,-5.826,4
gwl,2022-10-13,-6.87275,-7.494,-5.521,4
gwl,2022-10-14,-7.196,-9.141,-5.487,4
gwl,2022-10-15,-6.88875,-7.541,-5.546,4
gwl,2022-10-16,-7.314500000000001,-9.114,-5.519,4
gwl,2022-10-17,-6.579,-7.523,-5.926,4
gwl,2022-10-18,-7.1735,-8.292,-5.855,4
gwl,2022-10-19,-7.1605,-8.69,-5.863,4
gwl,2022-10-20,-7.007,-7.544,-5.884,4
gwl,2022-10-21,-6.4403999999999995,-8.729,-1.272,5
gwl,2022-10-22,-8.356,-9.594,-6.311,4
gwl,2022-10-23,-8.871,-11.689,-6.294,4
gwl,2022-10-24,-7.385599999999999,-10.436,-1.509,5
gwl,2022-10-25,-4.820875,-9.229,-1.523,8
gwl,2022-10-26,-4.8023750000000005,-9.241,-1.561,8
gwl,2022-10-27,-4.701,-9.58,-1.552,8
gwl,2022-10-28,-4.745375,-8.732,-1.554,8
gwl,2022-10-29,-4.96175,-9.554,-1.552,8
gwl,2022-10-30,-6.4995,-12.117,-1.56,6
gwl,2022-10-31,-5.224375,-10.432,-1.567,8
gwl,2022-11-01,-5.306875,-9.601,-1.574,8
gwl,2022-11-02,-5.188875,-10.148,-1.581,8
gwl,2022-11-03,-5.207875,-9.561,-1.583,8
gwl,2022-11-04,-5.545375,-10.476,-1.607,8
gwl,2022-11-05,-5.55475,-10.127,-1.634,8
gwl,2022-11-06,-6.13525,-12.564,-1.661,8
gwl,2022-11-07,-5.810375,-10.859,-1.684,8
gwl,2022-11-08,-6.890571428571429,-12.548,-1.879,7
gwl,2022-11-09,-6.311714285714286,-10.428,-1.88,7
gwl,2022-11-10,-5.775625,-10.462,-1.89,8
gwl,2022-11-11,-6.13075,-10.875,-1.894,8
gwl,2022-11-12,-6.856857142857143,-11.702,-1.903,7
gwl,2022-11-13,-10.46325,-11.342,-9.246,4
gwl,2022-11-14,-6.990142857142857,-11.697,-1.907,7
gwl,2022-11-15,-6.389125,-12.132,-1.905,8
gwl,2022-11-16,-6.396,-12.106,-1.901,8
gwl,2022-11-17,-6.57275,-12.095,-1.904,8
gwl,2022-11-18,-6.913875,-12.555,-1.921,8
gwl,2022-11-19,-9.7464,-12.57,-1.938,5
gwl,2022-11-20,-10.011199999999999,-13.086,-2.175,5
gwl,2022-11-21,-7.2,-13.482,-1.959,8
gwl,2022-11-22,-7.355125,-14.707,-1.986,8
gwl,2022-11-23,-7.3725,-13.425,-2.015,8
gwl,2022-11-24,-7.6555,-13.923,-2.174,8
gwl,2022-11-25,-7.92125,-15.629,-2.193,8
gwl,2022-11-26,-8.081625,-15.147,-2.195,8
gwl,2022-11-27,-8.563625,-17.4,-2.19,8
gwl,2022-11-28,-8.123375,-15.596,-2.207,8
gwl,2022-11-29,-8.739875,-18.284,-2.242,8
gwl,2022-11-30,-8.661125,-16.026,-2.269,8
gwl,2022-12-01,-8.75775,-17.387,-2.291,8
gwl,2022-12-02,-8.838,-16.528,-2.3,8
gwl,2022-12-03,-9.3555,-18.289,-2.316,8
gwl,2022-12-04,-10.005,-21.064,-2.49,8
gwl,2022-12-05,-9.652125,-18.314,-2.342,8
gwl,2022-12-06,-9.657,-18.288,-2.339,8
gwl,2022-12-07,-9.64275,-18.731,-2.34,8
gwl,2022-12-08,-9.364125,-17.375,-2.332,8
gwl,2022-12-09,-9.47825,-19.162,-2.297,8
gwl,2022-12-10,-9.356625000000001,-19.155,-2.272,8
gwl,2022-12-11,-10.023625000000001,-21.005,-2.269,8
gwl,2022-12-12,-9.629375,-18.268,-2.279,8
gwl,2022-12-13,-9.894625,-19.044,-2.304,8
gwl,2022-12-14,-9.942874999999999,-18.746,-2.495,8
gwl,2022-12-15,-10.168875,-20.076,-2.498,8
gwl,2022-12-16,-10.441375,-21.451,-2.517,8
gwl,2022-12-17,-10.787875,-21.005,-2.551,8
gwl,2022-12-18,-11.1045,-22.862,-2.59,8
gwl,2022-12-19,-11.205375,-21.929,-2.628,8
gwl,2022-12-20,-10.929499999999999,-21.448,-2.796,8
gwl,2022-12-21,-11.162125,-21.452,-2.809,8
gwl,2022-12-22,-10.99325,-21.92,-2.826,8
gwl,2022-12-23,-11.048,-22.385,-2.84,8
gwl,2022-12-24,-11.5875,-23.318,-2.87,8
gwl,2022-12-25,-11.503124999999999,-23.32,-3.124,8
gwl,2022-12-26,-11.21475,-20.398,-3.142,8
gwl,2022-12-27,-11.45725,-22.419,-3.128,8
gwl,2022-12-28,-11.68875,-22.329,-3.144,8
gwl,2022-12-29,-12.1705,-23.358,-3.165,8
gwl,2022-12-30,-12.376249999999999,-23.851,-2.939,8
gwl,2022-12-31,-12.27875,-24.764,-3.143,8
gwl,2023-01-01,-12.674,-24.697,-3.154,8
gwl,2023-01-02,-12.69525,-25.238,-3.156,8
gwl,2023-01-03,-12.306625,-23.392,-3.164,8
gwl,2023-01-04,-12.39725,-23.839,-3.17,8
gwl,2023-01-05,-11.89725,-23.384,-3.187,8
gwl,2023-01-06,-12.475,-23.395,-3.213,8
gwl,2023-01-07,-12.41525,-24.802,-3.243,8
gwl,2023-01-08,-12.695875,-25.241,-3.227,8
gwl,2023-01-09,-12.797875,-25.245,-3.246,8
gwl,2023-01-10,-12.662,-22.924,-3.475,8
gwl,2023-01-11,-12.649375,-23.376,-3.467,8
gwl,2023-01-12,-13.184750000000001,-24.257,-3.491,8
gwl,2023-01-13,-13.655625,-24.746,-3.751,8
gwl,2023-01-14,-13.705375,-25.182,-3.761,8
gwl,2023-01-15,-14.227375,-26.644,-3.795,8
gwl,2023-01-16,-13.96675,-24.733,-3.835,8
gwl,2023-01-17,-14.422125,-26.653,-4.079,8
gwl,2023-01-18,-14.319749999999999,-26.673,-4.097,8
gwl,2023-01-19,-14.4865,-26.168,-4.102,8
gwl,2023-01-20,-14.855875,-27.143,-4.109,8
gwl,2023-01-21,-14.42325,-25.702,-4.136,8
gwl,2023-01-22,-14.742375,-27.122,-4.173,8
gwl,2023-01-23,-14.51375,-26.151,-4.399,8
gwl,2023-01-24,-14.392375,-25.676,-4.405,8
gwl,2023-01-25,-14.567625,-26.155,-4.42,8
gwl,2023-01-26,-14.891,-27.114,-4.457,8
gwl,2023-01-27,-14.94575,-27.119,-4.504,8
gwl,2023-01-28,-14.269222222222222,-27.071,-4.72,9
gwl,2023-01-29,-15.304375,-27.106,-4.73,8
gwl,2023-01-30,-15.570124999999999,-27.16,-4.771,8
gwl,2023-01-31,-15.38925,-26.676,-4.79,8
gwl,2023-02-01,-15.618625,-27.154,-4.838,8
gwl,2023-02-02,-15.857875,-27.618,-5.063,8
gwl,2023-02-03,-15.733125,-26.67,-5.074,8
gwl,2023-02-04,-15.958875,-28.094,-5.074,8
gwl,2023-02-05,-16.14625,-28.095,-5.37,8
gwl,2023-02-06,-16.036,-27.108,-5.372,8
gwl,2023-02-07,-15.807375,-27.529,-5.355,8
gwl,2023-02-08,-15.971124999999999,-27.865,-5.115,8
gwl,2023-02-09,-16.132875,-28.06,-5.154,8
gwl,2023-02-10,-16.466625,-28.433,-5.391,8
gwl,2023-02-11,-16.446,-28.064,-5.381,8
gwl,2023-02-12,-16.522,-29.092,-5.387,8
gwl,2023-02-13,-16.613125,-28.606,-5.183,8
gwl,2023-02-14,-16.242125,-28.6,-5.132,8
gwl,2023-02-15,-16.538125,-29.07,-5.077,8
gwl,2023-02-16,-16.433625,-28.588,-5.049,8
gwl,2023-02-17,-16.448375,-28.58,-5.046,8
gwl,2023-02-18,-16.4335,-29.073,-4.834,8
gwl,2023-02-19,-16.498375,-29.054,-5.046,8
gwl,2023-02-20,-16.511375,-29.066,-5.049,8
gwl,2023-02-21,-16.431875,-28.98,-5.051,8
gwl,2023-02-22,-16.4695,-29.056,-4.796,8
gwl,2023-02-23,-16.62325,-28.583,-5.041,8
gwl,2023-02-24,-16.688875,-29.058,-5.056,8
gwl,2023-02-25,-16.421375,-29.33,-5.112,8
gwl,2023-02-26,-16.254375,-28.577,-5.179,8
gwl,2023-02-27,-16.634125,-29.482,-5.41,8
gwl,2023-02-28,-16.815125000000002,-29.086,-5.412,8
gwl,2023-03-01,-17.12075,-29.596,-5.432,8
gwl,2023-03-02,-18.92742857142857,-29.593,-5.456,7
gwl,2023-03-03,-19.116142857142854,-29.568,-5.752,7
gwl,2023-03-04,-17.48825,-29.6,-5.738,8
gwl,2023-03-05,-17.4685,-29.956,-5.739,8
gwl,2023-03-06,-17.649124999999998,-30.054,-5.736,8
gwl,2023-03-07,-17.850875,-30.063,-5.728,8
gwl,2023-03-08,-17.561875,-30.062,-5.736,8
gwl,2023-03-09,-17.645625,-30.054,-5.72,8
gwl,2023-03-10,-17.501,-29.552,-5.722,8
gwl,2023-03-11,-17.451249999999998,-29.562,-5.712,8
gwl,2023-03-12,-17.430125,-29.962,-5.704,8
gwl,2023-03-13,-17.711375,-30.049,-5.71,8
gwl,2023-03-14,-17.642375,-30.055,-5.664,8
gwl,2023-03-15,-17.848375,-30.068,-5.664,8
gwl,2023-03-16,-17.907,-30.392,-5.677,8
gwl,2023-03-17,-17.939125,-30.467,-5.703,8
gwl,2023-03-18,-17.901625,-30.516,-5.706,8
gwl,2023-03-19,-17.851375,-30.151,-5.7,8
gwl,2023-03-20,-17.4405,-29.935,-5.635,8
gwl,2023-03-21,-17.500625,-30.006,-5.323,8
gwl,2023-03-22,-17.484875,-29.975,-5.343,8
gwl,2023-03-23,-19.083142857142857,-30.003,-5.059,7
gwl,2023-03-24,-19.252857142857145,-30.248,-5.07,7
gwl,2023-03-25,-17.43675,-29.983,-5.024,8
gwl,2023-03-26,-17.24225,-30.195,-4.702,8
gwl,2023-03-27,-18.942714285714285,-29.996,-4.369,7
gwl,2023-03-28,-24.821199999999997,-30.34,-4.49,5
gwl,2023-03-29,-17.147875,-30.497,-4.043,8
gwl,2023-03-30,-17.093875,-30.491,-4.058,8
gwl,2023-03-31,-18.97,-30.448,-3.725,7
gwl,2023-04-01,-18.870571428571427,-30.496,-3.701,7
gwl,2023-04-02,-16.839625,-30.454,-3.729,8
gwl,2023-04-03,-16.949375,-30.49,-3.42,8
gwl,2023-04-04,-16.773,-30.464,-3.408,8
gwl,2023-04-05,-16.9395,-30.493,-3.411,8
gwl,2023-04-06,-16.848,-30.479,-3.423,8
gwl,2023-04-07,-16.851625,-30.385,-3.443,8
gwl,2023-04-08,-16.72275,-30.06,-3.452,8
gwl,2023-04-09,-16.641125,-30.057,-3.462,8
gwl,2023-04-10,-16.631125,-30.042,-3.115,8
gwl,2023-04-11,-16.1845,-29.95,-2.488,8
gwl,2023-04-12,-16.04625,-29.976,-2.199,8
gwl,2023-04-13,-15.940625,-29.867,-2.148,8
gwl,2023-04-14,-15.7605,-29.526,-1.875,8
gwl,2023-04-15,-15.7225,-29.52,-1.822,8
gwl,2023-04-16,-15.6265,-29.5,-1.839,8
gwl,2023-04-17,-15.60175,-29.49,-1.537,8
gwl,2023-04-18,-15.481375,-29.568,-1.5,8
gwl,2023-04-19,-15.31775,-29.482,-1.461,8
gwl,2023-04-20,-15.467875,-29.473,-1.48,8
gwl,2023-04-21,-15.551125,-29.503,-1.49,8
gwl,2023-04-22,-15.486625,-29.478,-1.494,8
gwl,2023-04-23,-15.153,-29.016,-1.531,8
gwl,2023-04-24,-14.931,-28.54,-1.565,8
gwl,2023-04-25,-14.438625,-27.575,-1.611,8
gwl,2023-04-26,-14.629125,-28.07,-1.81,8
gwl,2023-04-27,-14.756875,-28.068,-1.828,8
gwl,2023-04-28,-14.475999999999999,-27.572,-1.857,8
gwl,2023-04-29,-14.303375,-27.081,-1.903,8
gwl,2023-04-30,-13.870875,-26.615,-1.935,8
gwl,2023-05-01,-13.365375,-25.634,-1.961,8
gwl,2023-05-02,-13.007624999999999,-24.238,-2.129,8
gwl,2023-05-03,-11.6505,-21.9,-1.96,8
gwl,2023-05-04,-10.462375,-19.565,-2.114,8
gwl,2023-05-05,-9.953375,-18.357,-2.104,8
gwl,2023-05-06,-10.079374999999999,-19.118,-2.122,8
gwl,2023-05-07,-9.934125,-18.677,-2.139,8
gwl,2023-05-08,-9.803875,-18.106,-2.406,8
gwl,2023-05-09,-10.241,-18.933,-2.429,8
gwl,2023-05-10,-10.23275,-19.064,-2.47,8
gwl,2023-05-11,-11.1355,-20.445,-2.747,8
gwl,2023-05-12,-11.58525,-21.367,-3.037,8
gwl,2023-05-13,-13.099285714285713,-21.84,-3.052,7
gwl,2023-05-14,-13.600714285714286,-22.43,-3.322,7
gwl,2023-05-15,-12.9495,-23.213,-3.331,8
gwl,2023-05-16,-16.826833333333333,-24.21,-3.702,6
gwl,2023-05-17,-13.761625,-25.145,-3.706,8
gwl,2023-05-18,-17.804,-25.631,-4.068,6
gwl,2023-05-19,-14.64125,-26.114,-4.002,8
gwl,2023-05-20,-14.669749999999999,-25.927,-4.036,8
gwl,2023-05-21,-14.754875,-26.091,-4.336,8
gwl,2023-05-22,-14.8945,-26.045,-4.353,8
gwl,2023-05-23,-15.038375,-26.206,-4.392,8
gwl,2023-05-24,-15.39325,-26.553,-4.679,8
gwl,2023-05-25,-15.475999999999999,-26.584,-4.657,8
gwl,2023-05-26,-15.751125,-27.04,-5.015,8
gwl,2023-05-27,-15.677875,-26.567,-4.986,8
gwl,2023-05-28,-15.826375,-27.056,-4.992,8
gwl,2023-05-29,-15.75025,-26.972,-5.003,8
gwl,2023-05-30,-15.87975,-27.06,-5.027,8
gwl,2023-05-31,-16.102999999999998,-27.529,-5.292,8
gwl,2023-06-01,-16.2775,-27.493,-5.311,8
gwl,2023-06-02,-16.241375,-27.484,-5.318,8
gwl,2023-06-03,-16.39375,-27.518,-5.619,8
gwl,2023-06-04,-16.490375,-27.922,-5.606,8
gwl,2023-06-05,-17.988,-35.219,-5.625,10
gwl,2023-06-06,-19.739,-38.126,-5.629,16
gwl,2023-06-07,-20.0903125,-38.184,-5.613,16
gwl,2023-06-08,-20.1191875,-38.833,-5.592,16
gwl,2023-06-09,-20.282625,-39.318,-5.573,16
gwl,2023-06-10,-20.4425625,-38.183,-5.587,16
gwl,2023-06-11,-20.713375,-38.566,-5.592,16
gwl,2023-06-12,-20.820625,-37.741,-5.852,16
gwl,2023-06-13,-20.9090625,-38.989,-5.879,16
gwl,2023-06-14,-20.64225,-37.167,-5.901,16
gwl,2023-06-15,-20.4131875,-37.955,-5.914,16
gwl,2023-06-16,-24.6419375,-85.19,-5.622,16
gwl,2023-06-17,-20.4945,-38.31,-5.619,16
gwl,2023-06-18,-25.1235,-85.131,-5.622,16
gwl,2023-06-19,-20.5680625,-38.24,-5.611,16
gwl,2023-06-20,-25.1448125,-104.627,-5.608,16
gwl,2023-06-21,-21.2220625,-38.755,-5.606,16
gwl,2023-06-22,-20.558999999999997,-37.167,-5.261,16
gwl,2023-06-23,-19.6033125,-35.379,-4.964,16
gwl,2023-06-24,-19.4926875,-35.812,-4.608,16
gwl,2023-06-25,-18.22975,-32.077,-4.307,16
gwl,2023-06-26,-14.6969375,-25.853,-2.041,16
gwl,2023-06-27,-11.342625,-17.33,-1.433,16
gwl,2023-06-28,-10.110375,-15.996,-1.135,16
gwl,2023-06-29,-9.69625,-15.051,-1.138,16
gwl,2023-06-30,-9.55075,-14.758,-1.151,16
gwl,2023-07-01,-9.504999999999999,-15.655,-1.165,16
gwl,2023-07-02,-9.8315625,-16.526,-1.495,16
gwl,2023-07-03,-10.304499999999999,-17.124,-1.433,16
gwl,2023-07-04,-10.335875,-17.312,-1.417,16
gwl,2023-07-05,-10.182875,-17.448,-1.424,16
gwl,2023-07-06,-9.74075,-16.521,-1.443,16
gwl,2023-07-07,-8.855,-15.301,-1.458,16
gwl,2023-07-08,-7.7606875,-10.789,-1.459,16
gwl,2023-07-09,-7.6431249999999995,-11.968,-1.462,16
gwl,2023-07-10,-7.7749375,-11.891,-1.467,16
gwl,2023-07-11,-7.1116875,-10.397,-1.447,16
gwl,2023-07-12,-6.9699375,-9.925,-1.443,16
gwl,2023-07-13,-7.417571428571429,-9.884,-1.455,14
gwl,2023-07-14,-8.091857142857142,-10.728,-1.47,14
gwl,2023-07-15,-7.623,-10.509,-1.46,16
gwl,2023-07-16,-6.84525,-9.549,-1.115,16
gwl,2023-07-17,-6.023153846153846,-10.268,-0.516,13
gwl,2023-07-18,-5.295583333333333,-8.6,-0.211,12
gwl,2023-07-19,-5.0633333333333335,-9.052,-0.467,12
gwl,2023-07-20,-5.993454545454545,-8.172,-0.482,11
gwl,2023-07-21,-5.386466666666666,-7.753,-0.845,15
gwl,2023-07-22,-4.669416666666667,-7.137,-0.837,12
gwl,2023-07-23,-4.482583333333333,-7.793,-0.824,12
gwl,2023-07-24,-4.32725,-7.826,-0.813,12
gwl,2023-07-25,-4.351,-7.101,-0.839,12
gwl,2023-07-26,-4.129083333333333,-6.273,-0.798,12
gwl,2023-07-27,-4.357833333333333,-7.747,-0.788,12
gwl,2023-07-28,-4.042833333333333,-6.693,-0.797,12
gwl,2023-07-29,-3.954166666666667,-7.64,-0.822,12
gwl,2023-07-30,-3.3565,-5.587,-0.535,12
gwl,2023-07-31,-3.1799166666666667,-4.766,-0.837,12
gwl,2023-08-01,-3.1274166666666665,-5.266,-0.803,12
gwl,2023-08-02,-2.82075,-4.507,-0.493,12
gwl,2023-08-03,-2.451916666666667,-4.067,0.093,12
gwl,2023-08-04,-2.1325,-3.678,0.097,12
gwl,2023-08-05,-2.3014166666666664,-4.172,0.066,12
gwl,2023-08-06,-2.456916666666667,-5.484,0.032,12
gwl,2023-08-07,-2.568,-6.163,-0.013,12
gwl,2023-08-08,-2.31,-4.169,-0.222,12
gwl,2023-08-09,-2.5098333333333334,-4.6,-0.279,12
gwl,2023-08-10,-2.8015000000000003,-5.428,-0.561,12
gwl,2023-08-11,-2.7456666666666667,-4.782,-0.572,12
gwl,2023-08-12,-3.874923076923077,-7.932,-0.918,13
gwl,2023-08-13,-4.797,-8.543,-0.865,14
gwl,2023-08-14,-5.800533333333333,-11.222,-0.859,15
gwl,2023-08-15,-6.0380666666666665,-11.375,-0.874,15
gwl,2023-08-16,-5.4981333333333335,-9.867,-0.894,15
gwl,2023-08-17,-6.093125,-10.935,-1.186,16
gwl,2023-08-18,-4.6425833333333335,-9.215,-0.902,12
gwl,2023-08-19,-3.5690000000000004,-6.761,-0.843,12
gwl,2023-08-20,-3.532583333333333,-6.692,-0.849,12
gwl,2023-08-21,-3.6497499999999996,-6.831,-0.874,12
gwl,2023-08-22,-4.045916666666667,-8.084,-0.898,12
gwl,2023-08-23,-3.919583333333333,-7.43,-1.147,12
gwl,2023-08-24,-4.917538461538461,-9.556,-1.158,13
gwl,2023-08-25,-4.400307692307693,-8.212,-1.194,13
gwl,2023-08-26,-4.330230769230769,-7.701,-0.893,13
gwl,2023-08-27,-4.816571428571429,-8.107,-1.204,14
gwl,2023-08-28,-5.024,-8.626,-1.172,15
gwl,2023-08-29,-5.75225,-10.209,-1.179,16
gwl,2023-08-30,-5.9711875,-9.721,-0.913,16
gwl,2023-08-31,-5.7779375,-10.734,-0.873,16
gwl,2023-09-01,-6.3861875,-11.323,-0.874,16
gwl,2023-09-02,-6.9198571428571425,-12.589,-0.887,14
gwl,2023-09-03,-8.73975,-11.914,-4.584,8
gwl,2023-09-04,-6.443714285714286,-9.823,-3.896,7
gwl,2023-09-05,-3.887333333333333,-8.696,-0.497,9
gwl,2023-09-06,-5.094,-9.109,-0.499,16
gwl,2023-09-07,-4.9675625,-8.41,-0.507,16
gwl,2023-09-08,-4.064357142857143,-7.967,-0.518,14
gwl,2023-09-09,-4.2622,-8.416,-0.526,15
gwl,2023-09-10,-5.5430625,-9.259,-0.524,16
gwl,2023-09-11,-5.48525,-9.696,-0.526,16
gwl,2023-09-12,-5.9384375,-10.913,-0.528,16
gwl,2023-09-13,-5.505625,-9.562,-0.534,16
gwl,2023-09-14,-4.194916666666667,-8.021,-0.203,12
gwl,2023-09-15,-3.1725,-5.943,0.315,12
gwl,2023-09-16,-2.489333333333333,-4.709,0.314,12
gwl,2023-09-17,-2.773,-6.236,0.271,12
gwl,2023-09-18,-2.687333333333333,-5.479,0.056,12
gwl,2023-09-19,-3.664142857142857,-8.915,-0.246,14
gwl,2023-09-20,-4.3840625,-8.995,-0.258,16
gwl,2023-09-21,-4.2895625,-9.075,0.036,16
gwl,2023-09-22,-4.21975,-9.155,0.067,16
gwl,2023-09-23,-4.2573125,-9.235,0.052,16
gwl,2023-09-24,-4.4197500000000005,-9.315,0.06,16
gwl,2023-09-25,-4.134125,-9.595,0.059,16
gwl,2023-09-26,-4.1891875,-9.875,0.041,16
gwl,2023-09-27,-4.4255625,-10.155,-0.02,16
gwl,2023-09-28,-4.4058125,-10.122,-0.258,16
gwl,2023-09-29,-4.5635,-10.15,-0.245,16
gwl,2023-09-30,-4.651375,-10.178,-0.026,16
gwl,2023-10-01,-4.833875,-10.206,-0.222,16
gwl,2023-10-02,-4.6286875,-10.234,-0.238,16
gwl,2023-10-03,-4.805125,-10.262,-0.254,16
gwl,2023-10-04,-4.6598749999999995,-10.29,-0.289,16
gwl,2023-10-05,-5.273294117647059,-10.321,-0.561,17
gwl,2023-10-06,-4.9289375,-11.002,-0.569,16
gwl,2023-10-07,-5.0115,-11.761,-0.583,16
gwl,2023-10-08,-5.68925,-11.42,-0.619,16
gwl,2023-10-09,-6.011125,-11.558,-1.016,16
gwl,2023-10-10,-6.3469375,-12.536,-0.971,16
gwl,2023-10-11,-6.3765,-12.407,-0.963,16
gwl,2023-10-12,-5.9176874999999995,-12.642,-0.98,16
gwl,2023-10-13,-6.30025,-12.138,-0.989,16
gwl,2023-10-14,-6.461625,-12.873,-1.022,16
gwl,2023-10-15,-6.7215,-12.762,-1.012,16
gwl,2023-10-16,-6.9993125,-13.436,-0.653,16
gwl,2023-10-17,-7.397125,-14.244,-0.654,16
gwl,2023-10-18,-7.1534375,-13.816,-0.659,16
gwl,2023-10-19,-7.14375,-13.929,-0.655,16
gwl,2023-10-20,-7.5336875,-14.381,-0.661,16
gwl,2023-10-21,-8.117750000000001,-14.592,-0.66,16
gwl,2023-10-22,-8.2020625,-14.869,-0.67,16
gwl,2023-10-23,-8.3834375,-14.795,-0.929,16
gwl,2023-10-24,-8.3856875,-14.753,-0.933,16
gwl,2023-10-25,-7.946625,-14.287,-0.956,16
gwl,2023-10-26,-7.6493125,-14.871,-1.008,16
gwl,2023-10-27,-7.6144375,-15.243,-1.246,16
gwl,2023-10-28,-8.0885,-15.371,-1.255,16
gwl,2023-10-29,-7.8480625,-14.99,-1.279,16
gwl,2023-10-30,-7.7815,-15.628,-1.314,16
gwl,2023-10-31,-7.776,-15.583,-1.572,16
gwl,2023-11-01,-8.1215625,-15.83,-1.566,16
gwl,2023-11-02,-7.9961875,-16.493,-1.568,16
gwl,2023-11-03,-7.7944375,-16.176,-1.559,16
gwl,2023-11-04,-7.80975,-15.327,-1.572,16
gwl,2023-11-05,-8.263562499999999,-15.19,-1.602,16
gwl,2023-11-06,-8.3269375,-15.385,-1.629,16
gwl,2023-11-07,-8.508000000000001,-15.025,-1.654,16
gwl,2023-11-08,-8.4744375,-15.841,-1.675,16
gwl,2023-11-09,-8.4218125,-15.964,-1.875,16
gwl,2023-11-10,-8.6499375,-15.471,-1.888,16
gwl,2023-11-11,-8.4909375,-15.489,-1.896,16
gwl,2023-11-12,-8.7506875,-16.107,-1.903,16
gwl,2023-11-13,-8.45825,-15.078,-1.915,16
gwl,2023-11-14,-8.35125,-15.531,-1.921,16
gwl,2023-11-15,-8.15425,-14.865,-1.929,16
gwl,2023-11-16,-8.2461875,-15.14,-1.939,16
gwl,2023-11-17,-8.4124375,-14.996,-1.954,16
gwl,2023-11-18,-8.38425,-14.677,-1.963,16
gwl,2023-11-19,-8.3254375,-14.82,-1.98,16
gwl,2023-11-20,-8.48725,-15.113,-1.992,16
gwl,2023-11-21,-8.4084375,-14.885,-2.007,16
gwl,2023-11-22,-8.4769375,-14.98,-2.178,16
gwl,2023-11-23,-8.33475,-15.319,-2.174,16
gwl,2023-11-24,-8.483375,-14.485,-2.179,16
gwl,2023-11-25,-8.46075,-14.973,-2.196,16
gwl,2023-11-26,-8.6835625,-15.183,-2.207,16
gwl,2023-11-27,-8.387,-14.367,-2.204,16
gwl,2023-11-28,-8.6105,-16.041,-2.195,16
gwl,2023-11-29,-8.362625,-14.836,-2.201,16
gwl,2023-11-30,-8.4728125,-14.681,-2.204,16
gwl,2023-12-01,-8.593625,-14.805,-2.212,16
gwl,2023-12-02,-8.70775,-15.008,-2.224,16
gwl,2023-12-03,-8.927,-15.152,-2.238,16
gwl,2023-12-04,-8.8175625,-15.113,-2.242,16
gwl,2023-12-05,-8.8780625,-15.157,-2.251,16
gwl,2023-12-06,-8.6281875,-15.142,-2.246,16
gwl,2023-12-07,-8.032,-13.835,-2.224,16
gwl,2023-12-08,-7.9794375,-13.489,-2.203,16
gwl,2023-12-09,-8.118500000000001,-13.893,-2.204,16
gwl,2023-12-10,-8.278125,-14.726,-2.2,16
gwl,2023-12-11,-8.400125,-14.305,-2.21,16
gwl,2023-12-12,-8.245,-14.279,-2.216,16
gwl,2023-12-13,-8.405875,-14.343,-2.231,16
gwl,2023-12-14,-8.73375,-16.054,-2.259,16
gwl,2023-12-15,-8.676125,-16.965,-2.29,16
gwl,2023-12-16,-8.70475,-15.218,-2.312,16
gwl,2023-12-17,-8.6985625,-15.668,-2.34,16
gwl,2023-12-18,-8.69225,-15.189,-2.37,16
gwl,2023-12-19,-8.78925,-15.217,-2.542,16
gwl,2023-12-20,-8.862625,-15.636,-2.547,16
