metric,date,mean_value,min_value,max_value,records
river_level,2025-08-01,334.6377559523809,257.946,469.024,168
river_level,2025-08-02,334.3246607142857,257.891,468.81,168
river_level,2025-08-03,335.1912901234568,257.878,468.114,162
river_level,2025-08-04,331.25930508474573,257.871,465.375,118
river_level,2025-08-05,331.0372962962963,257.824,462.834,162
river_level,2025-08-06,331.5042321428572,257.747,462.889,168
river_level,2025-08-07,332.89361077844313,259.207,463.427,167
river_level,2025-08-08,344.0912167832168,257.769,465.752,143
river_level,2025-08-09,344.7851180555556,258.549,469.965,144
river_level,2025-08-10,345.8489020979021,258.556,470.284,143
river_level,2025-08-11,345.7729583333333,258.063,470.593,144
river_level,2025-08-12,345.92093706293707,257.906,470.786,143
river_level,2025-08-13,343.94404065040646,258.013,466.247,123
river_level,2025-08-14,338.7656,258.067,465.921,55
river_level,2025-08-17,341.8209117647059,258.847,466.584,102
river_level,2025-08-18,344.4016701030928,258.766,466.821,97
river_level,2025-08-20,344.86012587412586,258.446,468.022,143
river_level,2025-08-21,345.3111971830986,259.048,468.045,142
river_level,2025-08-22,344.44975,258.886,468.047,144
river_level,2025-08-23,345.1937482517482,258.639,468.075,143
river_level,2025-08-24,344.94274125874125,258.747,468.118,143
river_level,2025-08-25,344.52576223776225,258.515,468.193,143
river_level,2025-08-27,343.5352867132867,258.29,468.589,143
river_level,2025-08-28,344.53846527777773,258.843,468.778,144
river_level,2025-09-01,334.4083006134969,257.934,469.016,163
river_level,2025-09-02,333.8993173652695,257.897,468.789,167
river_level,2025-09-03,333.2868466257669,257.886,468.105,163
river_level,2025-09-04,336.19237999999996,257.841,465.283,150
river_level,2025-09-05,329.51704929577465,257.777,462.816,142
river_level,2025-09-06,342.33227678571427,257.781,462.879,112
river_level,2025-09-07,332.89174404761906,259.558,463.459,168
river_level,2025-09-08,343.46538194444446,257.947,465.456,144
river_level,2025-09-09,343.9661258741259,258.646,469.626,143
river_level,2025-09-10,346.48116197183094,258.573,470.552,142
river_level,2025-09-11,346.1976923076923,258.168,470.599,143
river_level,2025-09-12,345.7427720588235,257.908,470.64,136
river_level,2025-09-13,344.84286013986014,258.204,469.883,143
river_level,2025-09-14,344.8460625,258.258,470.029,144
river_level,2025-09-15,345.1441603053435,258.147,470.194,131
river_level,2025-09-16,344.47708450704226,257.894,470.115,142
river_level,2025-09-17,344.3713333333333,257.881,470.137,141
river_level,2025-09-18,344.99735416666664,258.087,470.177,144
river_level,2025-09-20,346.4845,258.057,470.274,140
river_level,2025-09-21,344.944125,257.913,470.121,144
river_level,2025-09-22,344.5939397590361,258.193,470.666,83
river_level,2025-09-23,343.30888888888893,343.3,343.31,9
river_level,2025-09-24,348.43865168539327,259.092,470.226,89
river_level,2025-09-25,344.84485211267605,260.201,470.443,142
river_level,2025-09-26,345.6977323943662,259.445,470.464,142
river_level,2025-09-27,345.7183309352518,259.168,470.336,139
river_level,2025-09-28,344.77480672268905,259.192,470.301,119
river_level,2025-09-29,345.9587833333333,258.794,470.177,120
river_level,2025-09-30,345.61786805555556,258.839,470.044,144
river_level,2025-10-01,334.31533734939757,257.964,469.011,166
river_level,2025-10-02,334.2731726190476,257.902,468.771,168
river_level,2025-10-03,334.3651463414634,257.886,468.096,164
river_level,2025-10-04,333.66165806451613,257.801,465.169,155
river_level,2025-10-05,334.74532098765434,257.779,462.812,81
river_level,2025-10-06,331.2764156626506,257.779,462.878,166
river_level,2025-10-07,332.8647738095238,259.234,463.485,168
river_level,2025-10-08,342.64981818181815,257.999,465.574,143
river_level,2025-10-09,343.08371830985914,258.624,469.659,142
river_level,2025-10-10,346.42905594405596,258.316,470.452,143
river_level,2025-10-11,345.8701304347826,258.069,470.599,138
river_level,2025-10-12,348.3063851851852,257.893,470.642,135
river_level,2025-10-13,345.243890625,258.924,470.426,128
river_level,2025-10-14,345.3040559440559,258.47,470.385,143
river_level,2025-10-15,345.37415384615383,258.131,470.419,143
river_level,2025-10-16,345.9202132352941,258.17,470.349,136
river_level,2025-10-17,346.25218333333333,258.159,470.332,120
river_level,2025-10-18,345.5334198473282,258.131,470.306,131
river_level,2025-10-19,344.91637762237764,258.125,470.286,143
river_level,2025-10-20,346.3986783216783,258.168,470.561,143
river_level,2025-10-21,344.44671223021584,258.074,470.334,139
river_level,2025-10-22,346.5397092198582,258.016,470.351,141
river_level,2025-10-23,345.7703216783217,258.022,470.374,143
river_level,2025-10-24,345.7600763888889,258.063,470.389,144
river_level,2025-10-25,346.018937062937,258.003,470.406,143
river_level,2025-10-26,343.56082142857144,257.943,470.426,140
river_level,2025-10-27,335.47412781954887,257.951,470.432,133
river_level,2025-10-28,320.19492372881354,257.908,406.32,118
river_level,2025-10-29,320.646575,258.078,406.263,120
river_level,2025-10-30,334.2605075757576,258.103,470.477,132
river_level,2025-10-31,344.8998169014084,257.99,470.499,142
river_level,2025-11-01,334.59025301204815,257.964,469.003,166
river_level,2025-11-02,333.0433795180723,257.899,468.742,166
river_level,2025-11-03,333.91437195121955,257.869,468.09,164
river_level,2025-11-04,334.14408588957053,257.786,465.017,163
river_level,2025-11-05,336.51997647058823,257.753,462.81,85
river_level,2025-11-06,331.5329880952381,257.773,462.876,168
river_level,2025-11-07,337.15136842105267,250.94,463.526,152
river_level,2025-11-08,343.58706944444447,257.934,466.106,144
river_level,2025-11-09,344.8187638888889,258.438,469.688,144
river_level,2025-11-10,345.57445185185185,258.455,470.456,135
river_level,2025-11-11,346.375965034965,258.029,470.608,143
river_level,2025-11-12,347.74702158273385,257.891,470.642,139
river_level,2025-11-13,345.75312499999995,258.02,470.614,144
river_level,2025-11-14,346.3814074074074,258.084,470.61,135
river_level,2025-11-15,347.261093220339,258.02,470.616,118
river_level,2025-11-16,346.0066864406779,258.043,470.619,118
river_level,2025-11-17,345.9934846153846,258.073,470.619,130
river_level,2025-11-18,345.75,258.089,470.619,144
river_level,2025-11-19,345.48471126760563,258.084,470.625,142
river_level,2025-11-20,345.73643055555556,258.044,470.625,144
river_level,2025-11-21,345.3273661971831,258.067,470.629,142
river_level,2025-11-22,346.9681197183098,258.084,470.634,142
river_level,2025-11-23,345.7310902777778,258.071,470.636,144
river_level,2025-11-24,345.7303680555556,258.084,470.636,144
river_level,2025-11-25,344.854993006993,258.076,470.636,143
river_level,2025-11-26,346.6020211267606,258.059,470.64,142
river_level,2025-11-27,344.8478,258.043,470.646,85
river_level,2025-12-01,334.81259281437127,257.972,468.996,167
river_level,2025-12-02,334.1120833333333,257.895,468.712,168
river_level,2025-12-03,334.10117964071856,257.857,468.096,167
river_level,2025-12-04,333.07175449101794,257.797,464.91,167
river_level,2025-12-05,320.39762962962965,257.769,462.797,27
river_level,2025-12-06,330.62196913580243,257.743,462.868,162
river_level,2025-12-07,341.91500699300695,258.767,463.53,143
river_level,2025-12-08,342.1747746478873,257.876,466.012,142
river_level,2025-12-09,344.98848936170214,258.427,470.059,141
river_level,2025-12-10,346.1595,258.515,470.451,120
river_level,2025-12-11,345.70244881889766,258.013,470.61,127
river_level,2025-12-12,345.64127777777776,257.891,470.633,144
river_level,2025-12-13,345.6764507042253,257.921,470.642,142
river_level,2025-12-14,344.7723006993007,257.943,470.636,143
river_level,2025-12-15,345.6611328671329,257.973,470.627,143
river_level,2025-12-16,344.53706976744184,257.977,470.634,129
river_level,2025-12-17,345.6391736111111,257.964,470.634,144
river_level,2025-12-18,345.8948741258741,257.969,470.627,143
river_level,2025-12-19,344.77702836879433,257.973,470.623,141
river_level,2025-12-20,345.62955555555556,257.969,470.621,144
river_level,2025-12-21,347.5753381294964,257.983,470.619,139
river_level,2025-12-22,352.8350708661417,257.979,470.616,127
river_level,2025-12-23,349.0580514705882,257.979,470.621,136
river_level,2025-12-24,344.7362587412588,257.979,470.612,143
river_level,2025-12-25,345.6023680555556,257.971,470.617,144
river_level,2025-12-26,345.78685211267606,257.988,470.614,142
river_level,2025-12-27,347.634,257.975,470.617,133
river_level,2025-12-28,346.4366592592593,257.981,470.606,135
river_level,2025-12-29,351.36339694656493,257.983,470.612,131
river_level,2025-12-30,345.6239424460432,257.973,470.606,139
river_level,2025-12-31,350.8574621212121,257.971,470.601,132
river_level,2026-01-01,356.22681355932207,257.971,470.595,118
river_level,2026-01-02,336.62868711656444,258.056,470.379,163
river_level,2026-01-03,326.83472413793106,257.954,469.421,29
river_level,2026-01-13,346.95350354609934,258.035,470.567,141
river_level,2026-01-14,348.09661594202896,258.043,470.554,138
river_level,2026-01-15,345.44163194444445,258.056,470.559,144
river_level,2026-01-16,345.2710576923077,258.087,470.557,104
river_level,2026-01-17,344.9925724637681,258.112,470.554,138
river_level,2026-01-18,345.4401041666667,258.129,470.548,144
river_level,2026-01-19,345.0149720279721,258.108,470.55,143
river_level,2026-01-20,339.2363571428572,258.106,470.548,126
river_level,2026-01-21,345.41728368794327,258.097,470.55,141
river_level,2026-01-22,345.41739583333333,258.086,470.537,144
river_level,2026-01-23,337.9045605095542,30.75,470.533,157
river_level,2026-01-24,337.1530487804878,258.073,470.539,164
river_level,2026-01-25,332.89589808917196,258.095,470.526,157
river_level,2026-01-26,336.78224242424244,258.101,470.529,165
river_level,2026-01-27,336.52010429447853,258.104,470.518,163
river_level,2026-01-28,331.7986590909091,258.097,470.505,132
river_level,2026-01-29,336.9041951219512,258.076,470.469,164
river_level,2026-01-30,335.79040372670806,258.071,470.43,161
river_level,2026-01-31,337.6698641975309,258.071,470.411,162
river_level,2026-02-01,349.1099649122807,257.962,470.61,114
river_level,2026-02-02,335.1956728395062,258.056,470.351,162
river_level,2026-02-03,340.1229619047619,257.885,469.372,105
river_level,2026-02-13,336.7049268292683,257.996,469.896,164
river_level,2026-02-14,336.0653865030675,257.984,469.866,163
river_level,2026-02-16,336.4892909090909,257.983,469.791,165
river_level,2026-02-17,335.14185185185187,257.983,469.746,162
river_level,2026-02-18,337.12436419753084,257.975,469.701,162
river_level,2026-02-19,334.77877777777775,257.979,469.686,162
river_level,2026-02-20,327.67756756756756,257.954,469.68,111
river_level,2026-02-23,342.31271428571426,257.949,469.65,28
river_level,2026-02-24,322.69478787878785,257.954,469.642,33
river_level,2026-02-25,337.4933,257.983,469.637,10
river_level,2026-02-28,354.87090196078435,257.919,469.434,51
river_level,2026-03-01,345.5284539007092,257.973,470.593,141
river_level,2026-03-02,336.03360869565216,258.05,470.302,161
river_level,2026-03-03,339.84225925925927,257.945,469.254,27
river_level,2026-04-01,345.5143819444445,257.958,470.587,144
river_level,2026-04-02,336.6547090909091,258.052,470.269,165
river_level,2026-05-01,344.6268461538462,257.954,470.591,143
river_level,2026-05-02,336.92983333333336,258.057,470.226,162
river_level,2026-06-01,346.4344609929078,257.949,470.591,141
river_level,2026-06-02,335.9893803680982,258.031,470.184,163
river_level,2026-07-01,345.0661118881119,257.953,470.597,143
river_level,2026-08-01,345.4876857142857,257.966,470.586,140
river_level,2026-08-02,334.8733790849673,258.014,470.111,153
river_level,2026-09-01,345.8758142857143,257.966,470.582,70
river_level,2026-09-02,337.14036645962733,258.02,470.068,161
river_level,2026-10-02,337.0554085365854,258.003,470.027,164
river_level,2026-11-01,345.31972222222225,258.016,470.576,144
river_level,2026-11-02,334.84190683229815,258.003,469.986,161
river_level,2026-12-01,345.05061971830986,258.018,470.565,142
river_level,2026-12-02,336.8401402439024,258.001,469.954,164
temperature,2022-01-09,28.728571428571428,24.8,34.0,21
temperature,2022-01-10,27.576190476190476,24.3,33.2,21
temperature,2022-01-11,22.49722222222222,15.8,30.4,36
temperature,2022-01-12,20.082222222222224,13.8,29.1,45
temperature,2022-02-09,28.736842105263158,26.0,32.9,19
temperature,2022-02-10,28.138095238095236,24.1,33.3,21
temperature,2022-02-11,22.581818181818182,17.0,30.6,33
temperature,2022-02-12,20.258695652173913,13.9,28.8,46
temperature,2022-03-09,27.952380952380953,23.9,33.6,21
temperature,2022-03-10,27.358823529411765,23.9,32.4,17
temperature,2022-03-11,22.204347826086956,15.5,31.4,46
temperature,2022-03-12,20.743750000000002,14.9,29.1,48
temperature,2022-04-09,26.049999999999997,24.5,29.6,18
temperature,2022-04-10,25.875,23.9,29.7,20
temperature,2022-04-11,23.38285714285714,16.9,31.2,35
temperature,2022-04-12,20.408333333333335,14.2,29.0,48
temperature,2022-05-09,26.549999999999997,24.4,32.2,18
temperature,2022-05-10,26.63888888888889,24.4,30.8,18
temperature,2022-05-11,23.5,17.5,32.1,39
temperature,2022-05-12,19.653191489361703,13.2,29.0,47
temperature,2022-06-09,28.67142857142857,24.9,33.7,14
temperature,2022-06-10,26.55,24.5,31.3,20
temperature,2022-06-11,23.370731707317074,17.8,31.6,41
temperature,2022-06-12,19.620833333333334,13.0,29.1,48
temperature,2022-07-09,29.536363636363635,26.5,32.8,11
temperature,2022-07-10,26.73,24.0,30.6,20
temperature,2022-07-11,22.511904761904763,17.1,30.1,42
temperature,2022-07-12,17.69787234042553,11.6,26.9,47
temperature,2022-08-09,28.652631578947368,25.7,33.0,19
temperature,2022-08-10,27.22631578947368,24.5,32.3,19
temperature,2022-08-11,22.2,17.3,30.0,43
temperature,2022-08-12,16.65277777777778,11.7,25.6,36
temperature,2022-08-13,25.982608695652175,24.9,28.2,23
temperature,2022-08-14,25.495454545454546,24.7,27.0,22
temperature,2022-08-15,24.86,23.7,25.6,20
temperature,2022-08-16,26.93,24.0,30.9,20
temperature,2022-08-17,28.355,24.7,33.1,20
temperature,2022-08-18,28.36111111111111,23.6,33.3,18
temperature,2022-08-19,27.531578947368423,25.4,30.0,19
temperature,2022-08-20,25.15,23.9,26.4,20
temperature,2022-08-21,25.85909090909091,23.7,28.3,22
temperature,2022-08-22,26.257894736842104,23.8,29.8,19
temperature,2022-08-23,27.244999999999997,23.6,32.3,20
temperature,2022-08-24,26.442105263157895,23.5,32.7,19
temperature,2022-08-25,26.156521739130437,22.3,32.3,23
temperature,2022-08-26,28.0,24.5,32.7,20
temperature,2022-08-27,29.35909090909091,25.7,33.9,22
temperature,2022-08-28,27.521052631578947,23.9,30.5,19
temperature,2022-08-29,28.0,24.7,31.7,18
temperature,2022-08-30,28.761904761904763,24.5,33.6,21
temperature,2022-08-31,28.88095238095238,26.0,33.9,21
temperature,2022-09-09,28.369999999999997,25.2,32.2,20
temperature,2022-09-10,27.2,23.2,32.1,20
temperature,2022-09-11,22.126190476190477,16.5,30.4,42
temperature,2022-09-12,17.8625,10.6,27.6,24
temperature,2022-09-13,26.327272727272728,24.7,29.5,22
temperature,2022-09-14,27.352941176470587,25.1,30.6,17
temperature,2022-09-15,27.78421052631579,25.3,31.0,19
temperature,2022-09-16,26.82,24.5,29.5,15
temperature,2022-09-17,26.7,23.9,31.3,15
temperature,2022-09-18,27.09333333333333,24.3,32.9,15
temperature,2022-09-19,27.341176470588238,24.8,32.6,17
temperature,2022-09-20,26.78125,24.4,30.5,16
temperature,2022-09-21,26.135,24.4,29.2,20
temperature,2022-09-22,26.16470588235294,23.9,29.8,17
temperature,2022-09-23,25.789473684210527,24.3,31.1,19
temperature,2022-09-24,26.316666666666666,23.9,29.4,18
temperature,2022-09-25,26.9,23.6,31.8,18
temperature,2022-09-26,28.252631578947366,24.1,32.9,19
temperature,2022-09-27,27.964999999999996,23.6,32.3,20
temperature,2022-09-28,28.072222222222223,24.8,32.6,18
temperature,2022-09-29,25.438888888888886,23.0,31.0,18
temperature,2022-09-30,27.69333333333333,23.4,32.2,15
temperature,2022-10-09,29.286363636363635,25.5,33.5,22
temperature,2022-10-10,26.985000000000003,24.1,31.6,20
temperature,2022-10-11,22.12439024390244,16.1,30.2,41
temperature,2022-10-12,19.75,13.9,27.5,24
temperature,2022-10-13,25.900000000000002,23.4,31.3,19
temperature,2022-10-14,25.533333333333335,22.9,30.2,21
temperature,2022-10-15,24.9375,22.5,30.8,16
temperature,2022-10-16,25.950000000000003,22.9,31.9,18
temperature,2022-10-17,24.77058823529412,22.2,30.6,17
temperature,2022-10-18,25.608695652173914,22.0,31.5,23
temperature,2022-10-19,9.0,0.1,28.4,18
temperature,2022-10-20,10.43157894736842,0.1,31.3,19
temperature,2022-10-21,22.973333333333336,18.0,30.5,15
temperature,2022-10-22,22.83157894736842,18.3,30.9,19
temperature,2022-10-23,23.71,17.8,31.2,20
temperature,2022-10-24,24.37777777777778,18.4,31.5,18
temperature,2022-10-25,23.75,17.4,30.8,20
temperature,2022-10-26,22.96,16.8,30.5,20
temperature,2022-10-27,23.34722222222222,16.2,30.6,36
temperature,2022-10-28,22.456756756756757,15.8,30.7,37
temperature,2022-10-29,22.6,15.3,30.4,35
temperature,2022-10-30,21.916216216216217,15.3,28.8,37
temperature,2022-10-31,21.6175,15.2,29.2,40
temperature,2022-11-08,0.0,0.0,0.0,1
temperature,2022-11-09,26.4,24.2,30.0,22
temperature,2022-11-10,23.21,0.0,29.7,20
temperature,2022-11-11,22.570454545454545,16.5,30.0,44
temperature,2022-11-12,21.266666666666666,17.2,28.0,24
temperature,2022-11-13,20.26458333333333,14.1,28.9,48
temperature,2022-11-14,20.03125,12.3,29.8,48
temperature,2022-11-15,20.297916666666666,12.6,29.8,48
temperature,2022-11-16,21.027083333333334,13.3,30.7,48
temperature,2022-11-17,20.891666666666666,14.2,29.8,48
temperature,2022-11-18,20.679166666666667,15.0,28.5,48
temperature,2022-11-19,18.954166666666666,13.2,27.2,48
temperature,2022-11-20,17.958333333333332,12.1,27.1,48
temperature,2022-11-21,19.140425531914893,11.7,29.2,47
temperature,2022-11-22,19.641304347826086,13.4,29.4,46
temperature,2022-11-23,20.117021276595743,13.9,29.2,47
temperature,2022-11-24,19.032608695652176,12.6,29.5,46
temperature,2022-11-25,19.097872340425532,13.3,28.3,47
temperature,2022-11-26,18.73191489361702,11.6,28.3,47
temperature,2022-11-27,18.474999999999998,10.9,28.8,48
temperature,2022-11-28,18.939583333333335,11.9,29.1,48
temperature,2022-11-29,19.33125,12.8,28.6,48
temperature,2022-11-30,19.476086956521737,12.8,28.3,46
temperature,2022-12-08,27.863636363636363,24.5,30.7,11
temperature,2022-12-09,25.095454545454547,24.4,27.2,22
temperature,2022-12-10,25.673076923076923,22.8,29.7,26
temperature,2022-12-11,21.989583333333332,16.9,29.7,48
temperature,2022-12-12,22.96666666666667,17.4,30.9,24
temperature,2022-12-13,23.629166666666666,19.1,30.3,24
temperature,2022-12-14,24.09583333333333,19.5,31.2,24
temperature,2022-12-15,23.45,19.3,30.6,24
temperature,2022-12-16,21.875,16.4,29.8,24
temperature,2022-12-17,19.247826086956522,12.9,27.6,23
temperature,2022-12-18,18.0625,10.4,27.5,24
temperature,2022-12-19,18.195833333333333,10.8,28.4,24
temperature,2022-12-20,18.30909090909091,12.0,28.8,22
temperature,2022-12-21,18.63181818181818,11.7,28.1,22
temperature,2022-12-22,19.079166666666666,12.1,28.9,24
temperature,2022-12-23,19.654166666666665,11.8,29.5,24
temperature,2022-12-24,20.378260869565217,13.0,30.4,23
temperature,2022-12-25,20.829166666666666,13.8,29.6,24
temperature,2022-12-26,21.395833333333332,15.5,29.7,24
temperature,2022-12-27,21.95,16.3,30.1,24
temperature,2022-12-28,20.55,15.5,28.7,24
temperature,2022-12-29,19.628571428571426,12.7,28.1,21
temperature,2022-12-30,19.35909090909091,11.5,29.2,22
temperature,2022-12-31,20.422727272727272,12.8,29.4,22
temperature,2023-01-01,19.336363636363636,13.3,27.3,22
temperature,2023-01-02,21.958333333333332,16.5,30.3,24
temperature,2023-01-03,26.929166666666664,20.2,35.2,24
temperature,2023-01-04,25.708333333333332,20.7,33.6,24
temperature,2023-01-05,24.083333333333332,19.9,28.9,24
temperature,2023-01-06,35.82142857142857,28.5,41.4,14
temperature,2023-01-07,29.97826086956522,26.2,34.3,23
temperature,2023-01-08,27.491666666666664,25.9,30.4,24
temperature,2023-01-09,30.1125,26.2,35.2,24
temperature,2023-01-10,26.758333333333336,24.8,31.5,24
temperature,2023-01-11,24.099999999999998,19.9,30.9,24
temperature,2023-01-12,23.6125,18.9,29.6,24
temperature,2023-01-13,20.36521739130435,12.7,29.1,23
temperature,2023-01-14,21.279166666666665,15.3,29.0,24
temperature,2023-01-15,20.395833333333332,15.6,27.6,24
temperature,2023-01-16,18.783333333333335,12.1,26.0,24
temperature,2023-01-17,20.23913043478261,14.6,27.5,23
temperature,2023-01-18,20.004347826086956,15.8,26.2,23
temperature,2023-01-19,19.775000000000002,14.0,27.2,24
temperature,2023-01-20,20.313636363636363,13.9,28.8,22
temperature,2023-01-25,27.533333333333335,20.5,32.2,6
temperature,2023-01-26,20.22307692307692,16.4,28.2,13
temperature,2023-01-27,21.477777777777778,17.3,28.6,18
temperature,2023-01-28,23.3875,17.0,31.6,24
temperature,2023-01-29,23.2375,16.5,31.4,24
temperature,2023-01-30,23.204166666666666,16.4,30.2,24
temperature,2023-01-31,23.59583333333333,17.9,30.1,24
temperature,2023-02-01,18.485,13.4,26.9,20
temperature,2023-02-02,19.912499999999998,12.5,28.4,24
temperature,2023-02-03,26.76086956521739,20.8,34.3,23
temperature,2023-02-04,27.129166666666666,20.1,35.1,24
temperature,2023-02-05,24.095652173913045,19.3,29.5,23
temperature,2023-02-06,35.24583333333333,26.7,43.2,24
temperature,2023-02-07,30.008695652173916,25.5,34.8,23
temperature,2023-02-08,25.166666666666668,24.1,26.8,24
temperature,2023-02-09,29.650000000000002,25.9,35.5,24
temperature,2023-02-10,27.295833333333334,24.6,32.9,24
temperature,2023-02-11,24.558333333333334,19.6,31.4,24
temperature,2023-02-12,23.708333333333332,19.0,30.5,24
temperature,2023-02-13,19.695833333333333,10.6,29.1,24
temperature,2023-02-14,20.466666666666665,13.0,29.1,24
temperature,2023-02-15,22.05,13.7,31.1,24
temperature,2023-02-16,22.474999999999998,14.7,31.0,24
temperature,2023-02-17,22.754166666666666,15.4,30.3,24
temperature,2023-02-18,23.41818181818182,17.0,30.7,22
temperature,2023-02-19,24.370833333333334,17.8,32.6,24
temperature,2023-02-20,24.691666666666666,17.3,34.2,24
temperature,2023-02-21,24.925,15.8,35.2,24
temperature,2023-02-22,24.277272727272727,15.3,35.5,22
temperature,2023-02-23,24.458333333333332,15.8,33.5,24
temperature,2023-02-24,25.508695652173916,18.0,34.2,23
temperature,2023-02-25,25.291304347826088,18.3,33.8,23
temperature,2023-02-26,25.46666666666667,18.6,33.8,24
temperature,2023-02-27,25.778260869565216,18.0,33.6,23
temperature,2023-02-28,25.912499999999998,19.2,34.5,24
temperature,2023-03-01,17.663636363636364,12.6,24.5,22
temperature,2023-03-02,20.3,12.3,29.9,24
temperature,2023-03-03,27.304347826086957,20.5,35.3,23
temperature,2023-03-04,28.004166666666666,19.2,36.9,24
temperature,2023-03-05,23.983333333333334,21.9,28.9,24
temperature,2023-03-06,35.175000000000004,29.6,42.2,24
temperature,2023-03-07,30.916666666666668,26.2,36.8,24
temperature,2023-03-08,24.578260869565216,24.0,25.4,23
temperature,2023-03-09,27.425,25.0,33.5,24
temperature,2023-03-10,25.625,23.5,28.4,24
temperature,2023-03-11,25.745833333333334,21.7,32.0,24
temperature,2023-03-12,23.383333333333336,18.5,30.2,24
temperature,2023-03-13,27.956521739130434,21.0,36.7,23
temperature,2023-03-14,27.638095238095236,20.5,35.4,21
temperature,2023-03-15,27.61304347826087,20.6,35.9,23
temperature,2023-03-16,24.175,21.3,29.8,24
temperature,2023-03-17,25.329166666666666,19.6,32.8,24
temperature,2023-03-18,19.479166666666668,17.7,21.4,24
temperature,2023-03-19,20.879166666666666,17.1,27.3,24
temperature,2023-03-20,22.120833333333334,16.8,29.5,24
temperature,2023-03-21,22.891666666666666,18.6,29.2,24
temperature,2023-03-22,23.620833333333334,18.5,31.1,24
temperature,2023-03-23,24.933333333333334,18.4,33.3,24
temperature,2023-03-24,27.045833333333334,20.2,35.4,24
temperature,2023-03-25,27.241666666666664,20.9,35.7,24
temperature,2023-03-26,26.349999999999998,20.8,34.4,24
temperature,2023-03-27,25.900000000000002,20.0,33.7,24
temperature,2023-03-28,27.729166666666668,21.2,36.3,24
temperature,2023-03-29,28.34583333333333,22.0,36.0,24
temperature,2023-03-30,28.45,23.8,36.6,24
temperature,2023-03-31,25.854166666666668,21.1,32.1,24
temperature,2023-04-01,17.263636363636365,14.4,20.3,22
temperature,2023-04-02,20.808333333333334,12.0,30.2,24
temperature,2023-04-03,26.094736842105263,18.2,36.5,19
temperature,2023-04-04,29.879166666666666,22.7,38.0,24
temperature,2023-04-05,27.483333333333334,20.8,34.2,24
temperature,2023-04-06,31.804166666666664,26.8,40.5,24
temperature,2023-04-07,31.491666666666664,28.4,35.4,24
temperature,2023-04-08,24.782608695652176,23.5,26.4,23
temperature,2023-04-09,25.641666666666666,22.7,31.1,24
temperature,2023-04-10,26.441666666666666,22.4,32.6,24
temperature,2023-04-11,24.733333333333334,20.4,31.3,24
temperature,2023-04-12,22.679166666666664,18.0,28.0,24
temperature,2023-04-13,31.441666666666666,22.6,40.4,24
temperature,2023-04-14,32.5875,22.6,41.8,24
temperature,2023-04-15,32.204166666666666,25.1,39.8,24
temperature,2023-04-16,32.518181818181816,25.7,40.8,22
temperature,2023-04-17,32.90833333333334,23.6,42.1,24
temperature,2023-04-18,33.05652173913043,24.7,42.6,23
temperature,2023-04-19,33.59166666666667,25.1,42.5,24
temperature,2023-04-20,28.79375,24.6,36.6,16
temperature,2023-04-21,29.212500000000002,24.2,36.5,24
temperature,2023-04-22,26.166666666666668,20.6,36.1,24
temperature,2023-04-23,25.370833333333334,20.7,32.7,24
temperature,2023-04-24,26.75,21.2,34.2,22
temperature,2023-04-25,26.058333333333334,20.3,34.3,24
temperature,2023-04-26,26.03076923076923,20.2,34.8,13
temperature,2023-04-27,27.5125,22.8,33.6,24
temperature,2023-04-28,29.474999999999998,22.4,36.7,24
temperature,2023-04-29,26.945833333333336,20.5,34.9,24
temperature,2023-04-30,22.204166666666666,20.4,25.0,24
temperature,2023-05-01,18.482608695652175,14.6,23.3,23
temperature,2023-05-02,21.191666666666666,12.2,30.7,24
temperature,2023-05-03,27.434782608695652,19.9,35.4,23
temperature,2023-05-04,29.0,23.3,37.0,24
temperature,2023-05-05,29.391666666666666,23.2,35.4,24
temperature,2023-05-06,31.434782608695652,25.2,40.8,23
temperature,2023-05-07,31.079166666666666,27.0,36.8,24
temperature,2023-05-08,26.75,24.2,30.0,24
temperature,2023-05-09,26.325,24.0,30.4,24
temperature,2023-05-10,26.683333333333334,21.3,33.3,24
temperature,2023-05-11,23.195833333333336,18.0,31.3,24
temperature,2023-05-12,18.895833333333332,18.0,23.0,24
temperature,2023-05-13,30.49473684210526,23.3,40.2,19
temperature,2023-05-14,35.54615384615385,26.1,41.7,13
temperature,2023-05-15,34.06666666666667,25.1,43.0,24
temperature,2023-05-16,34.31666666666667,25.5,43.2,24
temperature,2023-05-17,33.666666666666664,25.7,41.8,24
temperature,2023-05-18,33.975,26.7,43.0,24
temperature,2023-05-19,33.85,26.7,42.4,24
temperature,2023-05-20,33.079166666666666,25.5,40.9,24
temperature,2023-05-21,34.19166666666667,26.6,43.1,24
temperature,2023-05-22,34.59583333333333,26.9,43.7,24
temperature,2023-05-23,33.699999999999996,25.7,42.1,24
temperature,2023-05-24,35.910526315789475,28.2,43.6,19
temperature,2023-05-25,29.0,29.0,29.0,1
temperature,2023-05-27,32.949999999999996,27.7,40.0,6
temperature,2023-05-29,26.4,26.4,26.4,1
temperature,2023-05-30,36.31111111111111,27.6,42.0,18
temperature,2023-05-31,34.44583333333333,28.0,41.1,24
temperature,2023-06-01,17.247826086956522,12.3,25.2,23
temperature,2023-06-02,21.71666666666667,13.1,32.1,24
temperature,2023-06-03,26.725,20.0,35.0,20
temperature,2023-06-04,28.5625,21.6,36.8,24
temperature,2023-06-05,30.575,23.9,37.2,24
temperature,2023-06-06,34.22727272727273,25.5,41.8,11
