event_date,climate_gwl,climate_rainfall,climate_river_level,outage_events,hospital_events,school_events,target_outage_next_24h,dow,month,outage_events_lag1,outage_events_roll3
2022-11-24,-7.6555,0.0,307.6294623655914,0.0,0.0,0.0,0,3,11,0.0,0.0
2022-11-25,-7.92125,0.0,305.83272727272725,0.0,0.0,0.0,0,4,11,0.0,0.0
2022-11-26,-8.081625,0.0,306.18670103092785,0.0,0.0,0.0,0,5,11,0.0,0.0
2022-11-27,-8.563625,0.0,311.49102439024387,0.0,0.0,0.0,0,6,11,0.0,0.0
2022-11-28,-8.123375000000001,0.0,319.4116279069767,0.0,0.0,0.0,0,0,11,0.0,0.0
2022-11-29,-8.739875,0.0,328.9019909502262,0.0,0.0,0.0,0,1,11,0.0,0.0
2022-11-30,-8.661125,0.0,335.1279870689655,0.0,0.0,0.0,0,2,11,0.0,0.0
2022-12-01,-8.75775,0.0,338.2075225225225,0.0,0.0,0.0,0,3,12,0.0,0.0
2022-12-02,-8.838000000000001,1.8333333333333333,340.66830708661416,0.0,0.0,0.0,0,4,12,0.0,0.0
2022-12-03,-9.3555,3.0,340.50034351145035,0.0,0.0,0.0,0,5,12,0.0,0.0
2022-12-04,-10.005,0.0,340.90106060606064,0.0,0.0,0.0,0,6,12,0.0,0.0
2022-12-05,-9.652125,0.0,341.30171755725195,0.0,0.0,0.0,0,0,12,0.0,0.0
2022-12-06,-9.657,0.0,341.0048473282443,0.0,0.0,0.0,0,1,12,0.0,0.0
2022-12-07,-9.64275,0.0,341.48899613899613,0.0,0.0,0.0,0,2,12,0.0,0.0
2022-12-08,-9.364125,0.0,338.20317307692306,0.0,0.0,0.0,0,3,12,0.0,0.0
2022-12-09,-9.47825,0.0,335.77875,0.0,0.0,0.0,0,4,12,0.0,0.0
2022-12-10,-9.356625,1.0,331.2273099415205,0.0,0.0,0.0,0,5,12,0.0,0.0
2022-12-11,-10.023625,0.0,334.3806024096386,0.0,0.0,0.0,0,6,12,0.0,0.0
2022-12-12,-9.629375,0.0,342.1216233766234,0.0,0.0,0.0,0,0,12,0.0,0.0
2022-12-13,-9.894625,0.0,342.6673376623376,0.0,0.0,0.0,0,1,12,0.0,0.0
2022-12-14,-9.942875,0.0,335.6035365853658,0.0,0.0,0.0,0,2,12,0.0,0.0
2022-12-15,-10.168875,1.25,335.6947741935484,0.0,0.0,0.0,0,3,12,0.0,0.0
2022-12-16,-10.441375,0.0,329.26412698412696,0.0,0.0,0.0,0,4,12,0.0,0.0
2022-12-17,-10.787875,0.0,337.3759322033898,0.0,0.0,0.0,0,5,12,0.0,0.0
2022-12-18,-11.1045,0.75,332.8220472440945,0.0,0.0,0.0,0,6,12,0.0,0.0
2022-12-19,-11.205375,0.0,324.2869230769231,0.0,0.0,0.0,0,0,12,0.0,0.0
2022-12-20,-10.9295,0.0,327.92630872483227,0.0,0.0,0.0,0,1,12,0.0,0.0
2022-12-21,-11.162125,1.5,336.5374846625767,0.0,0.0,0.0,0,2,12,0.0,0.0
2022-12-22,-10.993250000000002,18.33333333333333,336.93440993788823,0.0,0.0,0.0,0,3,12,0.0,0.0
2022-12-23,-11.048,0.0,336.6193209876543,0.0,0.0,0.0,0,4,12,0.0,0.0
2022-12-24,-11.5875,0.0,336.1069696969697,0.0,0.0,0.0,0,5,12,0.0,0.0
2022-12-25,-11.503125,0.5,335.5157738095238,0.0,0.0,0.0,0,6,12,0.0,0.0
2022-12-26,-11.21475,0.5,335.0522289156626,0.0,0.0,0.0,0,0,12,0.0,0.0
2022-12-27,-11.45725,1.0,338.26160256410253,0.0,0.0,0.0,0,1,12,0.0,0.0
2022-12-28,-11.68875,0.0,335.51214285714286,0.0,0.0,0.0,0,2,12,0.0,0.0
2022-12-29,-12.1705,0.0,336.78164634146344,0.0,0.0,0.0,0,3,12,0.0,0.0
2022-12-30,-12.37625,0.0,339.6267515923567,0.0,0.0,0.0,0,4,12,0.0,0.0
2022-12-31,-12.27875,0.0,338.0053125,0.0,0.0,0.0,0,5,12,0.0,0.0
2023-01-01,-12.674,80.83333333333333,335.9920958083832,0.0,0.0,0.0,0,6,1,0.0,0.0
2023-01-02,-12.69525,0.0,335.01472727272727,0.0,0.0,0.0,0,0,1,0.0,0.0
2023-01-03,-12.306625,0.0,334.8411111111111,0.0,0.0,0.0,0,1,1,0.0,0.0
2023-01-04,-12.39725,0.5,336.7940243902439,0.0,0.0,0.0,0,2,1,0.0,0.0
2023-01-05,-11.89725,0.5,335.5684939759036,0.0,0.0,0.0,0,3,1,0.0,0.0
2023-01-06,-12.475,0.0,336.38654545454546,0.0,0.0,0.0,0,4,1,0.0,0.0
2023-01-07,-12.41525,0.0,335.6343113772455,0.0,0.0,0.0,0,5,1,0.0,0.0
2023-01-08,-12.695875,0.0,335.6094011976048,0.0,0.0,0.0,0,6,1,0.0,0.0
2023-01-09,-12.797875,0.0,335.59874251497007,0.0,0.0,0.0,0,0,1,0.0,0.0
2023-01-10,-12.662,0.0,335.71339393939394,0.0,0.0,0.0,0,1,1,0.0,0.0
2023-01-11,-12.649375,0.0,335.4463095238095,0.0,0.0,0.0,0,2,1,0.0,0.0
2023-01-12,-13.18475,0.0,335.4292857142857,0.0,0.0,0.0,0,3,1,0.0,0.0
2023-01-13,-13.655625,0.0,335.3734131736527,0.0,0.0,0.0,0,4,1,0.0,0.0
2023-01-14,-13.705375,0.0,334.7590963855422,0.0,0.0,0.0,0,5,1,0.0,0.0
2023-01-15,-14.227375,0.0,333.54724550898203,0.0,0.0,0.0,0,6,1,0.0,0.0
2023-01-16,-13.96675,0.0,336.65453987730064,0.0,0.0,0.0,0,0,1,0.0,0.0
2023-01-17,-14.422125,0.0,335.82073170731707,0.0,0.0,0.0,0,1,1,0.0,0.0
2023-01-18,-14.31975,0.0,335.56768292682926,0.0,0.0,0.0,0,2,1,0.0,0.0
2023-01-19,-14.4865,0.0,336.34623456790126,0.0,0.0,0.0,0,3,1,0.0,0.0
2023-01-20,-14.855875,0.0,337.684213836478,0.0,0.0,0.0,0,4,1,0.0,0.0
2023-01-21,-14.42325,0.0,337.43613924050635,0.0,0.0,0.0,0,5,1,0.0,0.0
2023-01-22,-14.742375,0.0,336.7354268292683,0.0,0.0,0.0,0,6,1,0.0,0.0
2023-01-23,-14.51375,0.0,335.828502994012,0.0,0.0,0.0,0,0,1,0.0,0.0
2023-01-24,-14.392375,0.0,335.63473053892216,0.0,0.0,0.0,0,1,1,0.0,0.0
2023-01-25,-14.567625,0.0,336.6399375,0.0,0.0,0.0,0,2,1,0.0,0.0
2023-01-26,-14.891,0.0,338.3197260273973,0.0,0.0,0.0,0,3,1,0.0,0.0
2023-01-27,-14.94575,0.0,337.2039726027397,0.0,0.0,0.0,0,4,1,0.0,0.0
2023-01-28,-14.269222222222222,0.0,333.12490066225166,0.0,0.0,0.0,0,5,1,0.0,0.0
2023-01-29,-15.304375,0.0,330.4298909090909,0.0,0.0,0.0,0,6,1,0.0,0.0
2023-01-30,-15.570125,0.0,331.004156626506,0.0,0.0,0.0,0,0,1,0.0,0.0
2023-01-31,-15.38925,0.0,329.44027500000004,0.0,0.0,0.0,0,1,1,0.0,0.0
2023-02-01,-15.618625,0.0,331.7438273809524,0.0,0.0,0.0,0,2,2,0.0,0.0
2023-02-02,-15.857875,1.0,333.2149226190476,0.0,0.0,0.0,0,3,2,0.0,0.0
2023-02-03,-15.733125,0.0,335.2655238095238,0.0,0.0,0.0,0,4,2,0.0,0.0
2023-02-04,-15.958875,0.0,335.2563630952381,0.0,0.0,0.0,0,5,2,0.0,0.0
2023-02-05,-16.146250000000002,0.0,335.25072023809525,0.0,0.0,0.0,0,6,2,0.0,0.0
2023-02-06,-16.036,0.0,335.23473809523813,0.0,0.0,0.0,0,0,2,0.0,0.0
2023-02-07,-15.807375,0.0,335.2223095238095,0.0,0.0,0.0,0,1,2,0.0,0.0
2023-02-08,-15.971125,0.0,335.2125833333333,0.0,0.0,0.0,0,2,2,0.0,0.0
2023-02-09,-16.132875,0.0,335.2040773809524,0.0,0.0,0.0,0,3,2,0.0,0.0
2023-02-10,-16.466625,0.0,335.1908630952381,0.0,0.0,0.0,0,4,2,0.0,0.0
2023-02-11,-16.446,0.0,335.17579166666667,0.0,0.0,0.0,0,5,2,0.0,0.0
2023-02-12,-16.522,0.0,335.1675119047619,0.0,0.0,0.0,0,6,2,0.0,0.0
2023-02-13,-16.613125,0.0,335.16048809523807,0.0,0.0,0.0,0,0,2,0.0,0.0
2023-02-14,-16.242125,0.0,335.166625,0.0,0.0,0.0,0,1,2,0.0,0.0
2023-02-15,-16.538125,0.0,336.58007272727275,0.0,0.0,0.0,0,2,2,0.0,0.0
2023-02-16,-16.433625,0.0,335.15251785714287,0.0,0.0,0.0,0,3,2,0.0,0.0
2023-02-17,-16.448375,0.0,336.87447239263804,0.0,0.0,0.0,0,4,2,0.0,0.0
2023-02-18,-16.4335,0.0,334.87343373493974,0.0,0.0,0.0,0,5,2,0.0,0.0
2023-02-19,-16.498375,0.0,335.84175308641977,0.0,0.0,0.0,0,6,2,0.0,0.0
2023-02-20,-16.511375,0.0,335.13482142857146,0.0,0.0,0.0,0,0,2,0.0,0.0
2023-02-21,-16.431874999999998,0.0,334.24666666666667,0.0,0.0,0.0,0,1,2,0.0,0.0
2023-02-22,-16.4695,0.0,337.22428758169934,0.0,0.0,0.0,0,2,2,0.0,0.0
2023-02-23,-16.62325,0.0,335.1176726190476,0.0,0.0,0.0,0,3,2,0.0,0.0
2023-02-24,-16.688875,0.0,336.0418527607362,0.0,0.0,0.0,0,4,2,0.0,0.0
2023-02-25,-16.421375,0.0,336.73435483870963,0.0,0.0,0.0,0,5,2,0.0,0.0
2023-02-26,-16.254375,0.0,335.0968630952381,0.0,0.0,0.0,0,6,2,0.0,0.0
2023-02-27,-16.634125,0.0,332.9941524390244,0.0,0.0,0.0,0,0,2,0.0,0.0
2023-02-28,-16.815125000000002,0.0,334.1439518072289,0.0,0.0,0.0,0,1,2,0.0,0.0
2023-03-01,-17.12075,0.0,335.07699404761905,0.0,0.0,0.0,0,2,3,0.0,0.0
2023-03-02,-18.92742857142857,0.0,334.65979640718564,0.0,0.0,0.0,0,3,3,0.0,0.0
2023-03-03,-19.11614285714285,0.0,328.0905064935065,0.0,0.0,0.0,0,4,3,0.0,0.0
2023-03-04,-17.48825,0.0,330.217008,0.0,0.0,0.0,0,5,3,0.0,0.0
2023-03-05,-17.4685,0.0,335.30004861111115,0.0,0.0,0.0,0,6,3,0.0,0.0
2023-03-06,-17.649124999999998,0.0,336.3864015151515,0.0,0.0,0.0,0,0,3,0.0,0.0
2023-03-07,-17.850875,0.0,340.4249124087592,0.0,0.0,0.0,0,1,3,0.0,0.0
2023-03-08,-17.561875,1.5,333.6918121212121,0.0,0.0,0.0,0,2,3,0.0,0.0
2023-03-09,-17.645625,0.0,331.502130952381,0.0,0.0,0.0,0,3,3,0.0,0.0
2023-03-10,-17.501,1.625,332.3491696969697,0.0,0.0,0.0,0,4,3,0.0,0.0
2023-03-11,-17.451249999999998,0.0,331.8971626506024,0.0,0.0,0.0,0,5,3,0.0,0.0
2023-03-12,-17.430125,0.0,331.4737202380952,0.0,0.0,0.0,0,6,3,0.0,0.0
2023-03-13,-17.711375,0.0,331.79908176100633,0.0,0.0,0.0,0,0,3,0.0,0.0
2023-03-14,-17.642375,0.0,331.22183870967746,0.0,0.0,0.0,0,1,3,0.0,0.0
2023-03-15,-17.848375,0.0,330.7256375,0.0,0.0,0.0,0,2,3,0.0,0.0
2023-03-16,-17.907,0.5,331.01013173652694,0.0,0.0,0.0,0,3,3,0.0,0.0
2023-03-17,-17.939125,0.5,331.42995833333333,0.0,0.0,0.0,0,4,3,0.0,0.0
2023-03-18,-17.901625,3.051282051282051,331.42861904761907,0.0,0.0,0.0,0,5,3,0.0,0.0
2023-03-19,-17.851375,2.555555555555556,331.4118869047619,0.0,0.0,0.0,0,6,3,0.0,0.0
2023-03-20,-17.4405,1.5277777777777777,331.397625,0.0,0.0,0.0,0,0,3,0.0,0.0
2023-03-21,-17.500625,3.484375,330.8428253012048,0.0,0.0,0.0,0,1,3,0.0,0.0
2023-03-22,-17.484875000000002,4.230769230769231,333.245578313253,0.0,0.0,0.0,0,2,3,0.0,0.0
2023-03-23,-19.083142857142857,2.0,334.8806666666666,0.0,0.0,0.0,0,3,3,0.0,0.0
2023-03-24,-19.252857142857145,1.5,334.8805773809524,0.0,0.0,0.0,0,4,3,0.0,0.0
2023-03-25,-17.43675,1.0,334.8731011904762,0.0,0.0,0.0,0,5,3,0.0,0.0
2023-03-26,-17.24225,2.590909090909091,334.8809583333333,0.0,0.0,0.0,0,6,3,0.0,0.0
2023-03-27,-18.942714285714285,1.1666666666666667,334.8996607142857,0.0,0.0,0.0,0,0,3,0.0,0.0
2023-03-28,-24.8212,0.0,334.90472023809525,0.0,0.0,0.0,0,1,3,0.0,0.0
2023-03-29,-17.147875,2.4285714285714284,334.85251785714286,0.0,0.0,0.0,0,2,3,0.0,0.0
2023-03-30,-17.093875,2.35,334.8384107142857,0.0,0.0,0.0,0,3,3,0.0,0.0
2023-03-31,-18.97,3.2916666666666665,334.8313630952381,0.0,0.0,0.0,0,4,3,0.0,0.0
2023-04-01,-18.870571428571427,2.7058823529411766,334.82898809523806,0.0,0.0,0.0,0,5,4,0.0,0.0
2023-04-02,-16.839625,0.0,334.8128392857143,0.0,0.0,0.0,0,6,4,0.0,0.0
2023-04-03,-16.949375,0.0,334.79398214285715,0.0,0.0,0.0,0,0,4,0.0,0.0
2023-04-04,-16.773,4.375,334.7913095238096,0.0,0.0,0.0,0,1,4,0.0,0.0
2023-04-05,-16.9395,9.0,334.7721369047619,0.0,0.0,0.0,0,2,4,0.0,0.0
2023-04-06,-16.848,0.5714285714285714,334.75557142857144,0.0,0.0,0.0,0,3,4,0.0,0.0
2023-04-07,-16.851625000000002,0.5,335.9183212121212,0.0,0.0,0.0,0,4,4,0.0,0.0
2023-04-08,-16.722749999999998,0.0,336.72921481481484,0.0,0.0,0.0,0,5,4,0.0,0.0
2023-04-09,-16.641125,0.0,332.2592922077922,0.0,0.0,0.0,0,6,4,0.0,0.0
2023-04-10,-16.631125,0.0,338.0174485294117,0.0,0.0,0.0,0,0,4,0.0,0.0
2023-04-11,-16.1845,0.0,334.2911856287425,0.0,0.0,0.0,0,1,4,0.0,0.0
2023-04-12,-16.04625,0.0,338.3098344827586,0.0,0.0,0.0,0,2,4,0.0,0.0
2023-04-13,-15.940625,0.0,334.9684431137725,0.0,0.0,0.0,0,3,4,0.0,0.0
2023-04-14,-15.7605,7.5,334.66633333333334,0.0,0.0,0.0,0,4,4,0.0,0.0
2023-04-15,-15.7225,0.0,333.8505988023952,0.0,0.0,0.0,0,5,4,0.0,0.0
2023-04-16,-15.6265,0.0,335.7308048780488,0.0,0.0,0.0,0,6,4,0.0,0.0
2023-04-17,-15.60175,0.0,334.6490476190476,0.0,0.0,0.0,0,0,4,0.0,0.0
2023-04-18,-15.481375,0.0,334.6436547619048,0.0,0.0,0.0,0,1,4,0.0,0.0
2023-04-19,-15.31775,0.0,334.6328273809524,0.0,0.0,0.0,0,2,4,0.0,0.0
2023-04-20,-15.467875,0.5,336.1876440677966,0.0,0.0,0.0,0,3,4,0.0,0.0
2023-04-21,-15.551125,1.338235294117647,334.6059821428572,0.0,0.0,0.0,0,4,4,0.0,0.0
2023-04-22,-15.486625,3.1,334.593630952381,0.0,0.0,0.0,0,5,4,0.0,0.0
2023-04-23,-15.153,1.0789473684210529,334.59497023809524,0.0,0.0,0.0,0,6,4,0.0,0.0
2023-04-24,-14.931,6.678571428571429,334.40028387096777,0.0,0.0,0.0,0,0,4,0.0,0.0
2023-04-25,-14.438625,6.352941176470588,334.57666666666665,0.0,0.0,0.0,0,1,4,0.0,0.0
2023-04-26,-14.629125,0.5,327.854137254902,0.0,0.0,0.0,0,2,4,0.0,0.0
2023-04-27,-14.756875,0.0,332.9730180722892,0.0,0.0,0.0,0,3,4,0.0,0.0
2023-04-28,-14.476,3.380952380952381,334.5297619047619,0.0,0.0,0.0,0,4,4,0.0,0.0
2023-04-29,-14.303375,1.7,334.5165416666667,0.0,0.0,0.0,0,5,4,0.0,0.0
2023-04-30,-13.870875,1.3846153846153846,334.46816766467066,0.0,0.0,0.0,0,6,4,0.0,0.0
2023-05-01,-13.365375,1.8660714285714288,334.6140181818182,0.0,0.0,0.0,0,0,5,0.0,0.0
2023-05-02,-13.007625,7.40625,334.99696363636366,0.0,0.0,0.0,0,1,5,0.0,0.0
2023-05-03,-11.6505,2.6,334.5353928571429,0.0,0.0,0.0,0,2,5,0.0,0.0
2023-05-04,-10.462375,1.5,334.5140595238095,0.0,0.0,0.0,0,3,5,0.0,0.0
2023-05-05,-9.953375,4.857142857142857,334.5008273809524,0.0,0.0,0.0,0,4,5,0.0,0.0
2023-05-06,-10.079375,0.5,334.4775892857143,0.0,0.0,0.0,0,5,5,0.0,0.0
2023-05-07,-9.934125,0.6666666666666666,334.463880952381,0.0,0.0,0.0,0,6,5,0.0,0.0
2023-05-08,-9.803875,0.5,334.03871257485025,0.0,0.0,0.0,0,0,5,0.0,0.0
2023-05-09,-10.241,2.3,334.4430357142857,0.0,0.0,0.0,0,1,5,0.0,0.0
2023-05-10,-10.23275,0.0,334.4347321428572,0.0,0.0,0.0,0,2,5,0.0,0.0
2023-05-11,-11.1355,0.0,334.41480952380954,0.0,0.0,0.0,0,3,5,0.0,0.0
2023-05-12,-11.58525,0.5,334.42074404761905,0.0,0.0,0.0,0,4,5,0.0,0.0
2023-05-13,-13.099285714285712,0.0,334.33223664122136,0.0,0.0,0.0,0,5,5,0.0,0.0
2023-05-14,-13.600714285714286,0.0,334.7201100917431,0.0,0.0,0.0,0,6,5,0.0,0.0
2023-05-15,-12.9495,0.5,334.3796845238095,0.0,0.0,0.0,0,0,5,0.0,0.0
2023-05-16,-16.826833333333333,0.0,334.3639583333333,0.0,0.0,0.0,0,1,5,0.0,0.0
2023-05-17,-13.761625,0.5,334.3611071428571,0.0,0.0,0.0,0,2,5,0.0,0.0
2023-05-18,-17.804,1.75,334.3570654761905,0.0,0.0,0.0,0,3,5,0.0,0.0
2023-05-19,-14.64125,2.5,334.34404166666667,0.0,0.0,0.0,0,4,5,0.0,0.0
2023-05-20,-14.66975,1.6428571428571428,334.3460297619048,0.0,0.0,0.0,0,5,5,0.0,0.0
2023-05-21,-14.754875,0.5714285714285714,334.32385714285715,0.0,0.0,0.0,0,6,5,0.0,0.0
2023-05-22,-14.8945,4.142857142857143,334.31049404761904,0.0,0.0,0.0,0,0,5,0.0,0.0
2023-05-23,-15.038375,0.5,334.3006190476191,0.0,0.0,0.0,0,1,5,0.0,0.0
2023-05-24,-15.39325,6.666666666666667,335.4953435114504,0.0,0.0,0.0,0,2,5,0.0,0.0
2023-05-25,-15.476,0.0,344.1285,0.0,0.0,0.0,0,3,5,0.0,0.0
2023-05-26,-15.751125,0.0,308.198,0.0,0.0,0.0,0,4,5,0.0,0.0
2023-05-27,-15.677875,0.0,332.05264444444447,0.0,0.0,0.0,0,5,5,0.0,0.0
2023-05-28,-15.826375,0.0,468.48,0.0,0.0,0.0,0,6,5,0.0,0.0
2023-05-29,-15.75025,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,0.0
2023-05-30,-15.87975,0.5,334.25065079365083,0.0,0.0,0.0,0,1,5,0.0,0.0
2023-05-31,-16.102999999999998,0.5,334.24625000000003,0.0,0.0,0.0,0,2,5,0.0,0.0
2023-06-01,-16.2775,0.0,337.6318591549296,0.0,0.0,0.0,0,3,6,0.0,0.0
2023-06-02,-16.241375,0.0,334.2385,0.0,0.0,0.0,0,4,6,0.0,0.0
2023-06-03,-16.39375,0.0,334.238,0.0,0.0,0.0,0,5,6,0.0,0.0
2023-06-04,-16.490375,2.0,333.83528143712573,0.0,0.0,0.0,0,6,6,0.0,0.0
2023-06-05,-17.988,1.9166666666666667,333.887582278481,0.0,0.0,0.0,0,0,6,0.0,0.0
2023-06-06,-19.739,0.0,342.9769,0.0,0.0,0.0,0,1,6,0.0,0.0
2023-06-07,-20.0903125,0.5,335.06277575757576,0.0,0.0,0.0,0,2,6,0.0,0.0
2023-06-08,-20.1191875,0.5,335.5111748251748,0.0,0.0,0.0,0,3,6,0.0,0.0
2023-06-09,-20.282625,0.0,337.54257664233575,0.0,0.0,0.0,0,4,6,0.0,0.0
2023-06-10,-20.4425625,1.6666666666666667,331.773012195122,0.0,0.0,0.0,0,5,6,0.0,0.0
2023-06-11,-20.713375,0.75,333.0950838323353,0.0,0.0,0.0,0,6,6,0.0,0.0
2023-06-12,-20.820625,2.4,333.72548965517245,0.0,0.0,0.0,0,0,6,0.0,0.0
2023-06-13,-20.9090625,3.392857142857143,334.0369096774193,0.0,0.0,0.0,0,1,6,0.0,0.0
2023-06-14,-20.64225,2.3,335.21549696969697,0.0,0.0,0.0,0,2,6,0.0,0.0
2023-06-15,-20.4131875,2.375,335.262,0.0,0.0,0.0,0,3,6,0.0,0.0
2023-06-16,-24.6419375,0.0,330.1235714285714,0.0,0.0,0.0,0,4,6,0.0,0.0
2023-06-17,-20.4945,0.5,336.0919302325581,0.0,0.0,0.0,0,5,6,0.0,0.0
2023-06-18,-25.1235,0.75,334.61042857142854,0.0,0.0,0.0,0,6,6,0.0,0.0
2023-06-19,-20.5680625,0.5,334.1077080745342,0.0,0.0,0.0,0,0,6,0.0,0.0
2023-06-20,-25.1448125,2.8181818181818183,335.4870263157895,0.0,0.0,0.0,0,1,6,0.0,0.0
2023-06-21,-21.2220625,3.225806451612903,334.04288343558284,0.0,0.0,0.0,0,2,6,0.0,0.0
2023-06-22,-20.559,5.706521739130435,334.2828271604938,0.0,0.0,0.0,0,3,6,0.0,0.0
2023-06-23,-19.6033125,2.975,335.11343750000003,0.0,0.0,0.0,0,4,6,0.0,0.0
2023-06-24,-19.4926875,2.071428571428572,334.1942202380952,0.0,0.0,0.0,0,5,6,0.0,0.0
2023-06-25,-18.22975,5.818965517241379,333.572234939759,0.0,0.0,0.0,0,6,6,0.0,0.0
2023-06-26,-14.6969375,3.8947368421052633,334.35070833333333,0.0,0.0,0.0,0,0,6,0.0,0.0
2023-06-27,-11.342625,2.0765765765765765,334.7778658536585,0.0,0.0,0.0,0,1,6,0.0,0.0
2023-06-28,-10.110375,2.326923076923077,335.3621226993865,0.0,0.0,0.0,0,2,6,0.0,0.0
2023-06-29,-9.69625,0.0,340.00679285714284,0.0,0.0,0.0,0,3,6,0.0,0.0
2023-06-30,-9.55075,0.0,347.6345833333333,0.0,0.0,0.0,0,4,6,0.0,0.0
2023-07-01,-9.505,0.0,333.7704662576687,0.0,0.0,0.0,0,5,7,0.0,0.0
2023-07-02,-9.8315625,0.0,334.87626506024094,0.0,0.0,0.0,0,6,7,0.0,0.0
2023-07-03,-10.3045,0.0,333.61123952095807,0.0,0.0,0.0,0,0,7,0.0,0.0
2023-07-04,-10.335875,1.9107142857142856,334.0138333333333,0.0,0.0,0.0,0,1,7,0.0,0.0
2023-07-05,-10.182875,5.0344827586206895,333.44545679012344,0.0,0.0,0.0,0,2,7,0.0,0.0
2023-07-06,-9.74075,5.585106382978723,334.69853205128203,0.0,0.0,0.0,0,3,7,0.0,0.0
2023-07-07,-8.855,2.3,334.91777181208056,0.0,0.0,0.0,0,4,7,0.0,0.0
2023-07-08,-7.7606875,1.75,336.7851366459627,0.0,0.0,0.0,0,5,7,0.0,0.0
2023-07-09,-7.643124999999999,2.46875,335.8282111801242,0.0,0.0,0.0,0,6,7,0.0,0.0
2023-07-10,-7.7749375,6.108695652173913,335.52407975460125,0.0,0.0,0.0,0,0,7,0.0,0.0
2023-07-11,-7.1116875,2.421875,336.54209090909086,0.0,0.0,0.0,0,1,7,0.0,0.0
2023-07-12,-6.9699375,4.7,335.5845060240964,0.0,0.0,0.0,0,2,7,0.0,0.0
2023-07-13,-7.417571428571429,14.25,336.5008125,0.0,0.0,0.0,0,3,7,0.0,0.0
2023-07-14,-8.091857142857142,0.5,335.2403809523809,0.0,0.0,0.0,0,4,7,0.0,0.0
2023-07-15,-7.623,5.551724137931035,335.2162363636364,0.0,0.0,0.0,0,5,7,0.0,0.0
2023-07-16,-6.84525,4.054545454545455,333.5775595238095,0.0,0.0,0.0,0,6,7,0.0,0.0
2023-07-17,-6.023153846153846,3.906896551724138,331.48538690476187,0.0,0.0,0.0,0,0,7,0.0,0.0
2023-07-18,-5.295583333333333,1.8725490196078431,333.2255238095238,0.0,0.0,0.0,0,1,7,0.0,0.0
2023-07-19,-5.0633333333333335,1.807692307692308,335.2868273809524,0.0,0.0,0.0,0,2,7,0.0,0.0
2023-07-20,-5.993454545454545,5.029411764705882,335.2326607142857,0.0,0.0,0.0,0,3,7,0.0,0.0
2023-07-21,-5.386466666666666,3.5615384615384613,335.32274404761904,0.0,0.0,0.0,0,4,7,0.0,0.0
2023-07-22,-4.669416666666667,3.4864864864864864,335.535380952381,0.0,0.0,0.0,0,5,7,0.0,0.0
2023-07-23,-4.482583333333333,2.7333333333333334,335.5033095238095,0.0,0.0,0.0,0,6,7,0.0,0.0
2023-07-24,-4.32725,4.390625,335.798251497006,0.0,0.0,0.0,0,0,7,0.0,0.0
2023-07-25,-4.351,2.5416666666666665,335.40958333333333,0.0,0.0,0.0,0,1,7,0.0,0.0
2023-07-26,-4.129083333333333,3.0217391304347827,335.3263928571429,0.0,0.0,0.0,0,2,7,0.0,0.0
2023-07-27,-4.357833333333333,3.216666666666667,335.2749761904762,0.0,0.0,0.0,0,3,7,0.0,0.0
2023-07-28,-4.042833333333333,2.232558139534884,336.1202075471698,0.0,0.0,0.0,0,4,7,0.0,0.0
2023-07-29,-3.954166666666666,2.861111111111111,335.40594047619044,0.0,0.0,0.0,0,5,7,0.0,0.0
2023-07-30,-3.3565000000000005,2.1818181818181817,335.4709523809524,0.0,0.0,0.0,0,6,7,0.0,0.0
2023-07-31,-3.1799166666666667,2.086206896551724,335.4245357142857,0.0,0.0,0.0,0,0,7,0.0,0.0
2023-08-01,-3.1274166666666665,2.557522123893805,335.41752976190475,0.0,0.0,0.0,0,1,8,0.0,0.0
2023-08-02,-2.8207500000000003,2.7333333333333334,335.5013333333333,0.0,0.0,0.0,0,2,8,0.0,0.0
2023-08-03,-2.451916666666667,3.242063492063492,336.54271794871795,0.0,0.0,0.0,0,3,8,0.0,0.0
2023-08-04,-2.1325,1.3353658536585369,336.9025125,0.0,0.0,0.0,0,4,8,0.0,0.0
2023-08-05,-2.301416666666667,2.305555555555556,334.6852909090909,0.0,0.0,0.0,0,5,8,0.0,0.0
2023-08-06,-2.456916666666667,1.738095238095238,336.32880981595093,0.0,0.0,0.0,0,6,8,0.0,0.0
2023-08-07,-2.568,1.9444444444444444,336.47103125,0.0,0.0,0.0,0,0,8,0.0,0.0
2023-08-08,-2.31,0.5,336.7082380952381,0.0,0.0,0.0,0,1,8,0.0,0.0
2023-08-09,-2.5098333333333334,0.0,335.83823952095804,0.0,0.0,0.0,0,2,8,0.0,0.0
2023-08-10,-2.8015000000000003,7.25,335.62515476190475,0.0,0.0,0.0,0,3,8,0.0,0.0
2023-08-11,-2.7456666666666667,2.25,335.5734464285714,0.0,0.0,0.0,0,4,8,0.0,0.0
2023-08-12,-3.874923076923077,0.0,335.536,0.0,0.0,0.0,0,5,8,0.0,0.0
2023-08-13,-4.797,1.375,335.46721428571425,0.0,0.0,0.0,0,6,8,0.0,0.0
2023-08-14,-5.800533333333333,4.366666666666666,335.4540595238095,0.0,0.0,0.0,0,0,8,0.0,0.0
2023-08-15,-6.0380666666666665,8.818181818181818,335.4121964285714,0.0,0.0,0.0,0,1,8,0.0,0.0
