SN,Name of Town,Maintenance activity Scheduled for,Outage Affected Area,Outage Area,Outage Start Date,Outage Start Time,Outage End Date (Expected),Outage End Time (Expected),Outage_Type
1,DURG,11KV PUSHP VATIKA,BAGHERA,...,2026-03-14,03:20:00,2026-03-14,04:00:00,Live Outages
