facility_id,facility_name,facility_type,district,latitude,longitude,crs,risk_level,pred_outage_prob_24h,pred_human_impact_prob_24h,priority_score_24h,predicted_risk_label_24h
node/7288964666,Life Line Hospital,Hospital,RAIPUR,21.2328853,81.605519,0.4781826078822488,Medium,0.3969132645705645,0.00015769293421680542,0.45273061119094105,Medium
node/10939807399,Shreevedam Dental and Aryuvedic Clinic,Hospital,RAIPUR,21.2345837,81.5954368,0.4781826078822488,Medium,0.38564370993869473,0.00015769293421680542,0.44934348904136867,Medium
node/4445112827,Narayana Hrudayalaya Mmi Hospital (Managed By Narayana Hrudayalaya Pvt Ltd - Bangalore) - Raipur,Hospital,RAIPUR,21.2132613,81.657736,0.4781826078822488,Medium,0.368526217087454,0.00015769293421680542,0.4442071647945119,Medium
node/7288964664,Anand Shree Hospital,Hospital,RAIPUR,21.233519,81.604322,0.4781826078822488,Medium,0.35954622787458407,0.00015769293411755294,0.4414854346555838,Medium
node/7288964681,Rajdhani Super Speciality Hospital,Hospital,RAIPUR,21.2190325,81.6483451,0.4781826078822488,Medium,0.3580875423844931,0.00015769293411755294,0.4410338747121487,Medium
node/6953541281,Aashirwad Fertility and Endoscopy Center,Hospital,RAIPUR,21.2346486,81.6077931,0.4781826078822488,Medium,0.35361711021258485,0.00015769293411755294,0.439681616835741,Medium
node/7288964686,Shubham Hospital,Hospital,RAIPUR,21.23422,81.610285,0.4781826078822488,Medium,0.3478940436841697,0.00015769293411755294,0.43793688926974295,Medium
node/4445165297,Dronacharya public school,School,RAIPUR,21.2188586,81.6522695,0.4781826078822488,Medium,0.3424296546672654,0.00015769293411755294,0.4362796677419719,Medium
node/6965834121,Ayushman Hospital and Diagnostic Institute,Hospital,RAIPUR,21.2345823,81.6097793,0.4781826078822488,Medium,0.33867944032859554,0.00015769293411755294,0.4351485606278006,Medium
node/6956629815,Kalda Plastic and Cosmetic Surgery Institute and Burn Centre,Hospital,RAIPUR,21.2166146,81.6572553,0.4781826078822488,Medium,0.3207862601257358,0.00016037111279509295,0.42976392984687845,Medium
node/10939721749,A.S.M DENTAL CLINIC,Hospital,RAIPUR,21.2371135,81.5978925,0.4781826078822488,Medium,0.302396223556414,0.0001605098792843147,0.4242423187859473,Medium
node/7288964642,Anjali Children Hospital,Hospital,RAIPUR,21.22115,81.649675,0.4781826078822488,Medium,0.28172151863043465,0.0001605098792843147,0.41799650357079515,Medium
node/7148125202,"Government hospital,Khokhopara",Hospital,RAIPUR,21.23239,81.6223248,0.4781826078822488,Medium,0.2751147157806778,0.0001605098792843147,0.4160090709410251,Medium
node/7288964595,Shri Balaji Hospital,Hospital,RAIPUR,21.2261487,81.6397097,0.4781826078822488,Medium,0.2738825693944252,0.0001606829294288156,0.41562007436547027,Medium
node/6957120082,"Shri Ram Hospital, Raipur",Hospital,RAIPUR,21.2361049,81.6117065,0.4781826078822488,Medium,0.2733464053324656,0.0001606829294288156,0.415456610372852,Medium
