facility_id,facility_name,facility_type,district,latitude,longitude,crs,risk_level,flood_risk_prob,water_shortage_risk_prob,power_outage_risk_prob,sanitation_failure_risk_prob,human_impact_risk_prob,flood_risk_label,water_shortage_risk_label,power_outage_risk_label,sanitation_failure_risk_label,human_impact_risk_label,top_risk_type,top_risk_score,alert_flag,alert_level
node/7148125257,Goverment hospital Gobra Nawapara,Hospital,RAIPUR,20.9675515,81.8588705,0.375,High,0.010764615591926464,0.014083082995186841,0.020992815960488284,0.5673479441050779,0.0001612361841772026,Low,Low,Low,Medium,Low,sanitation_failure,0.5673479441050779,False,Normal
node/7148125258,Shri Khudadad Dungaji Government Ayurved College Hospital,Hospital,RAIPUR,21.244933,81.605817,0.4781826078822488,Medium,0.010217160536119223,0.014083082995186841,0.020984531426815698,0.40156469463623873,0.0001612361841772026,Low,Low,Low,Medium,Low,sanitation_failure,0.40156469463623873,False,Normal
node/7148125308,Government Hospital,Hospital,RAIPUR,21.2300217,81.6598785,0.4781826078822488,Medium,0.010114272240040906,0.014083082995186841,0.020984531426815698,0.3983248224118057,0.0001612361841772026,Low,Low,Low,Medium,Low,sanitation_failure,0.3983248224118057,False,Normal
node/7148125312,Labhandhi Government Hospital,Hospital,RAIPUR,21.244877,81.703673,0.4781826078822488,Medium,0.010114272240040906,0.014083082995186841,0.020984531426815698,0.3925726059234084,0.0001612361841772026,Low,Low,Low,Medium,Low,sanitation_failure,0.3925726059234084,False,Normal
node/7288964595,Shri Balaji Hospital,Hospital,RAIPUR,21.2261487,81.6397097,0.4781826078822488,Medium,0.010092001303552546,0.014083082995186841,0.0209832557842257,0.38056869036754243,0.0001612361841772026,Low,Low,Low,Medium,Low,sanitation_failure,0.38056869036754243,False,Normal
node/7288964599,Jeevan Anmol Hospital,Hospital,RAIPUR,21.2250565,81.6531985,0.4781826078822488,Medium,0.00987799502621174,0.014083082995186841,0.0209766120355693,0.34940049608394513,0.00016125065080308204,Low,Low,Low,Medium,Low,sanitation_failure,0.34940049608394513,False,Normal
node/7288964602,Madhumeet Hospital,Hospital,RAIPUR,21.2401655,81.6698864,0.4781826078822488,Medium,0.00977518657348254,0.014083082995186841,0.020968813638251385,0.3398750360676741,0.00016125065080308204,Low,Low,Low,Medium,Low,sanitation_failure,0.3398750360676741,False,Normal
node/7288964603,Shri Krishna Hospital,Hospital,RAIPUR,21.223641,81.660207,0.4781826078822488,Medium,0.009727081227890776,0.014083082995186841,0.020965775121606082,0.31376962322006136,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.31376962322006136,False,Normal
node/7288964610,Raipura Hospital,Hospital,RAIPUR,21.2321504,81.6035435,0.4781826078822488,Medium,0.009687576781979623,0.014083082995186841,0.020949634194049428,0.30047815846372095,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.30047815846372095,False,Normal
node/7288964613,Awasthi Hospital,Hospital,RAIPUR,21.231624,81.6540067,0.4781826078822488,Medium,0.0096645175839999,0.014083082995186841,0.02093261259153233,0.28861538235515816,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.28861538235515816,False,Normal
node/7288964616,Om Superspeciality Hospital,Hospital,RAIPUR,21.2292542,81.5986728,0.4781826078822488,Medium,0.0096645175839999,0.014083082995186841,0.020930429951993613,0.27510538447232974,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.27510538447232974,False,Normal
node/7288964641,Kankali Hospital Parisar,Hospital,RAIPUR,21.23854,81.62784,0.4781826078822488,Medium,0.009648902183942744,0.014083082995186841,0.02092459343114789,0.26774654808602505,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.26774654808602505,False,Normal
node/7288964642,Anjali Children Hospital,Hospital,RAIPUR,21.22115,81.649675,0.4781826078822488,Medium,0.009642770355575985,0.014083082995186841,0.020915511004599336,0.2476658382600583,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.2476658382600583,False,Normal
node/7288964644,We Care Super Specialty Hospital,Hospital,RAIPUR,21.235399,81.668942,0.4781826078822488,Medium,0.009633724931744634,0.014083082995186841,0.020914447909085213,0.22716534206938463,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.22716534206938463,False,Normal
node/7288964648,District Police Hospital,Hospital,RAIPUR,21.2307216,81.6449518,0.4781826078822488,Medium,0.009627002229282105,0.014083082995186841,0.020914144402088344,0.21033267324351437,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.21033267324351437,False,Normal
node/7288964653,Dr Manoj Agrwal,Hospital,RAIPUR,21.2437894,81.6504829,0.4781826078822488,Medium,0.009615387114308815,0.014083082995186841,0.020911771985372477,0.1804100653685113,0.00016125065080308204,Low,Low,Low,Low,Low,sanitation_failure,0.1804100653685113,False,Normal
node/7288964658,Avanti Hospital,Hospital,RAIPUR,21.2408235,81.6696319,0.4781826078822488,Medium,0.00953793684465007,0.014083082995186841,0.02091091874370307,0.16046641905242912,0.00016125065078818025,Low,Low,Low,Low,Low,sanitation_failure,0.16046641905242912,False,Normal
node/7288964664,Anand Shree Hospital,Hospital,RAIPUR,21.233519,81.604322,0.4781826078822488,Medium,0.009494432869072181,0.014083082995186841,0.02090604852122968,0.15607857390297944,0.00016125065078818025,Low,Low,Low,Low,Low,sanitation_failure,0.15607857390297944,False,Normal
node/7288964666,Life Line Hospital,Hospital,RAIPUR,21.2328853,81.605519,0.4781826078822488,Medium,0.009478518871821906,0.014083082995186841,0.02089069240183516,0.08229607221954789,0.000161233251985929,Low,Low,Low,Low,Low,sanitation_failure,0.08229607221954789,False,Normal
node/7288964673,Shri Jagannath Multispeciality Hospital,Hospital,RAIPUR,21.22998,81.600057,0.4781826078822488,Medium,0.009469252728785254,0.014083082995186841,0.020889663059703963,0.07267560513449203,0.000161233251985929,Low,Low,Low,Low,Low,sanitation_failure,0.07267560513449203,False,Normal
node/7288964676,Gayatri Hospital,Hospital,RAIPUR,21.239345,81.6038105,0.4781826078822488,Medium,0.009438791826105014,0.014083082995186841,0.020887504839835175,0.06855778201048622,0.0001612570096052187,Low,Low,Low,Low,Low,sanitation_failure,0.06855778201048622,False,Normal
node/7288964679,Vijaya durga hospital,Hospital,RAIPUR,21.235824,81.63491,0.4781826078822488,Medium,0.009426747383737598,0.014083082995186841,0.020887363482578664,0.06845773519794825,0.00016119017311329135,Low,Low,Low,Low,Low,sanitation_failure,0.06845773519794825,False,Normal
node/7288964681,Rajdhani Super Speciality Hospital,Hospital,RAIPUR,21.2190325,81.6483451,0.4781826078822488,Medium,0.009414200260822701,0.014083082995186841,0.02088222626330973,0.06821749456867793,0.00016119017311329135,Low,Low,Low,Low,Low,sanitation_failure,0.06821749456867793,False,Normal
node/7288964683,Dr Nigam Hospital,Hospital,RAIPUR,21.2350371,81.6517301,0.4781826078822488,Medium,0.00939278886017854,0.014083082995186841,0.02087577145737612,0.06720364959286117,0.00016119017311329135,Low,Low,Low,Low,Low,sanitation_failure,0.06720364959286117,False,Normal
node/7291844243,Virdi Hospital,Hospital,RAIPUR,21.2496368,81.628347,0.4781826078822488,Medium,0.0093488202080706,0.014083082995186841,0.02087651087426072,0.061202042388529304,0.00016119017311329135,Low,Low,Low,Low,Low,sanitation_failure,0.061202042388529304,False,Normal
node/7291844245,DKS Super Speciality Hospital,Hospital,RAIPUR,21.2449632,81.6412379,0.4781826078822488,Medium,0.009305969421359485,0.014083082995186841,0.020874305841461802,0.05842231694011422,0.0001611901732610419,Low,Low,Low,Low,Low,sanitation_failure,0.05842231694011422,False,Normal
node/7288964686,Shubham Hospital,Hospital,RAIPUR,21.23422,81.610285,0.4781826078822488,Medium,0.017374415038938492,0.014081884275527376,0.020995962231761454,0.057977558013971774,0.0008060115848575051,Low,Low,Low,Low,Low,sanitation_failure,0.057977558013971774,False,Normal
node/7291844264,"Om Hospital , Burn Plastic & Cosmetic Surgery Center",Hospital,RAIPUR,21.2451108,81.6301308,0.4781826078822488,Medium,0.00930232729727086,0.014083082995186841,0.020867120735794786,0.053632269232742835,0.0001611901732610419,Low,Low,Low,Low,Low,sanitation_failure,0.053632269232742835,False,Normal
node/7291844275,Shri Mahaveer Hospital,Hospital,RAIPUR,21.25007,81.6625026,0.4781826078822488,Medium,0.009298198328536228,0.014083082995186841,0.020867970086378824,0.05247717743275774,0.0001611901732610419,Low,Low,Low,Low,Low,sanitation_failure,0.05247717743275774,False,Normal
node/7291844258,Mamta Hospital,Hospital,RAIPUR,21.246905,81.631597,0.4781826078822488,Medium,0.011628914839708215,0.014081884275527376,0.02087343420922508,0.05104387800630423,0.0008105037492122756,Low,Low,Low,Low,Low,sanitation_failure,0.05104387800630423,False,Normal
node/7291844281,Lotus Hospital & Advance Urology Center,Hospital,RAIPUR,21.2468938,81.6485864,0.4781826078822488,Medium,0.009282738567469114,0.014083082995186841,0.020865483375813367,0.0467860501445228,0.0001611901732610419,Low,Low,Low,Low,Low,sanitation_failure,0.0467860501445228,False,Normal
node/7291844299,Chand Rani Sardari Lal Speciality EYE And ENT Hospital,Hospital,RAIPUR,21.2463682,81.6546202,0.4781826078822488,Medium,0.009271457010095805,0.014083082995186841,0.02086538943242403,0.04427142938781375,0.0001611901732610419,Low,Low,Low,Low,Low,sanitation_failure,0.04427142938781375,False,Normal
node/7291844302,Petals Newborn And Children Hospital,Hospital,RAIPUR,21.245081,81.6245086,0.4781826078822488,Medium,0.009268749781695883,0.014083082995186841,0.020864833658316023,0.04260796579673059,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.04260796579673059,False,Normal
node/7291844307,Shashwat Hospital,Hospital,RAIPUR,21.244077,81.630207,0.4781826078822488,Medium,0.009265361851081247,0.014083082995186841,0.020861845892869393,0.04224312636446768,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.04224312636446768,False,Normal
node/7291844314,Sagar Multi Speciality Hospital,Hospital,RAIPUR,21.249743,81.667901,0.4781826078822488,Medium,0.00926532282423795,0.014083082995186841,0.020861432791128218,0.04041797768974323,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.04041797768974323,False,Normal
node/7291844320,Sankalp Hospital,Hospital,RAIPUR,21.2467743,81.5723744,0.4781826078822488,Medium,0.009263558112287703,0.014083082995186841,0.020861253386600245,0.03445851888369672,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.03445851888369672,False,Normal
node/12276858430,"Campion School, Raipur",School,RAIPUR,21.2878259,81.7170313,0.375,High,0.009261961841949417,0.014083082995186841,0.02085984659277715,0.03234745146432353,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.03234745146432353,False,Normal
node/3774564938,bagri nursing home,Hospital,RAIPUR,21.2414376,81.6232005,0.4781826078822488,Medium,0.009256574701300034,0.014083082995186841,0.02085593590289912,0.03198614610892789,0.00015824063063099564,Low,Low,Low,Low,Low,sanitation_failure,0.03198614610892789,False,Normal
node/4445117924,Krishna Public School,School,RAIPUR,21.1943876,81.6635818,0.4781826078822488,Medium,0.009255615964317405,0.014083082995186841,0.020821723140825414,0.031053779115629194,0.0001585807352938141,Low,Low,Low,Low,Low,sanitation_failure,0.031053779115629194,False,Normal
node/4445119946,Shri Ganesh Vinayak Eye Hospital,Hospital,RAIPUR,21.2131689,81.6561777,0.4781826078822488,Medium,0.009253303137890842,0.014083082995186841,0.020819169875570278,0.03073144045014885,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.03073144045014885,False,Normal
node/4445120486,Holy Heartseducational academy,School,RAIPUR,21.2374171,81.6480843,0.4781826078822488,Medium,0.009245566332991654,0.014083082995186841,0.020814774368636397,0.029300602567683468,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.029300602567683468,False,Normal
node/4445126014,Mayoor school,School,RAIPUR,21.2349537,81.6495081,0.4781826078822488,Medium,0.009245566332991654,0.014083082995186841,0.020814774368636397,0.029038409708803243,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.029038409708803243,False,Normal
node/4445146001,Yashwant Hospital,Hospital,RAIPUR,21.2403202,81.6293508,0.4781826078822488,Medium,0.009245566332991654,0.014083082995186841,0.020814774368636397,0.029038409708803243,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.029038409708803243,False,Normal
node/4445158557,Bharat Mata higher secondary school,School,RAIPUR,21.2604534,81.5742895,0.4781826078822488,Medium,0.00924331355146299,0.014083082995186841,0.020814445245380047,0.025367176638065966,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.025367176638065966,False,Normal
node/4445165297,Dronacharya public school,School,RAIPUR,21.2188586,81.6522695,0.4781826078822488,Medium,0.009243482589616025,0.014083082995186841,0.020814445245380047,0.0252436823624623,0.00015850240108791566,Low,Low,Low,Low,Low,sanitation_failure,0.0252436823624623,False,Normal
node/4445176350,The Radient Way School,School,RAIPUR,21.2451205,81.5880403,0.4781826078822488,Medium,0.009243482589616025,0.014083082995186841,0.020814445245380047,0.02521410097113085,0.0001606286827336002,Low,Low,Low,Low,Low,sanitation_failure,0.02521410097113085,False,Normal
node/4445255005,Bharatiya vidya bhuvans R.K. sarda vidya mandir,School,RAIPUR,21.2885051,81.7017642,0.4012286510979435,Medium,0.009242499614647312,0.014083082995186841,0.020814445245380047,0.024926162525315838,0.00016362404599184737,Low,Low,Low,Low,Low,sanitation_failure,0.024926162525315838,False,Normal
node/4445382462,Ryan International School,School,RAIPUR,21.2474275,81.6883917,0.4781826078822488,Medium,0.0092407245565201,0.014083082995186841,0.020814445057361693,0.024725446760825245,0.00016362404599184737,Low,Low,Low,Low,Low,sanitation_failure,0.024725446760825245,False,Normal
node/4446574875,Grass Memorial Ground,School,RAIPUR,21.2385713,81.6450914,0.4781826078822488,Medium,0.0092407245565201,0.014083082995186841,0.020814445057361693,0.024725446760825245,0.00016362404599184737,Low,Low,Low,Low,Low,sanitation_failure,0.024725446760825245,False,Normal
node/4711002386,Mittal Hospital,Hospital,RAIPUR,21.260362,81.6587146,0.4781826078822488,Medium,0.0092407245565201,0.014083082995186841,0.020814445057361693,0.024725446760825245,0.00016165654908617552,Low,Low,Low,Low,Low,sanitation_failure,0.024725446760825245,False,Normal
node/4994374903,primary government hospital Bangoli,Hospital,RAIPUR,21.4005479,81.8506453,0.625,Medium,0.0092407245565201,0.014083082995186841,0.020814445057361693,0.024725446760825245,0.0001615376696007566,Low,Low,Low,Low,Low,sanitation_failure,0.024725446760825245,False,Normal
node/4445182024,Holy cross senior secondary school,School,RAIPUR,21.2617556,81.6602541,0.4781826078822488,Medium,0.009553506271246497,0.014081884275527376,0.02083535908745514,0.02403163674604956,0.0008655862141748708,Low,Low,Low,Low,Low,sanitation_failure,0.02403163674604956,False,Normal
node/4445258453,MGM school,School,RAIPUR,21.2515714,81.6704839,0.4781826078822488,Medium,0.009495389555676923,0.014081981502942082,0.020833579901945374,0.023712556069731234,0.0009897998405443745,Low,Low,Low,Low,Low,sanitation_failure,0.023712556069731234,False,Normal
node/8322190354,Daffodils English School,School,RAIPUR,21.2574871,81.6049235,0.4781826078822488,Medium,0.009211537229401955,0.014082220779786382,0.02079688779101187,0.019754050182189387,0.0005800207446799765,Low,Low,Low,Low,Low,power_outage,0.02079688779101187,False,Normal
node/6283904436,Dispensary,Hospital,RAIPUR,21.2514868,81.6023593,0.4781826078822488,Medium,0.009212401939420195,0.014081981502942082,0.020796677359993868,0.019738295059794467,0.001081512041647387,Low,Low,Low,Low,Low,power_outage,0.020796677359993868,False,Normal
node/10939721749,A.S.M DENTAL CLINIC,Hospital,RAIPUR,21.2371135,81.5978925,0.4781826078822488,Medium,0.009208408778049036,0.014082023529288112,0.020796471240217617,0.01961847114959191,0.0005984152047770175,Low,Low,Low,Low,Low,power_outage,0.020796471240217617,False,Normal
node/10939807399,Shreevedam Dental and Aryuvedic Clinic,Hospital,RAIPUR,21.2345837,81.5954368,0.4781826078822488,Medium,0.009207785653380892,0.014082023529288112,0.02079647120498968,0.019595205041899214,0.0006107293168306779,Low,Low,Low,Low,Low,power_outage,0.02079647120498968,False,Normal
node/7736593775,Shri Venkatesh School,School,RAIPUR,21.2783652,81.6748896,0.4781826078822488,Medium,0.009207497126185082,0.014081981502942082,0.02079520196399515,0.019568157573555817,0.0010830254128495035,Low,Low,Low,Low,Low,power_outage,0.02079520196399515,False,Normal
